ampl.tab 1 1
BusID	Pd
160	12.6652367
161	4.01075163
162	0
163	0
164	0
165	0
166	0
167	3.88687503
168	0
169	9.93445559
170	0
171	5.16631547
172	11.2415249
173	0
174	5.61177034
175	0
176	0
177	5.82997179
178	0
179	8.9952765
180	8.63825524
181	7.63892679
182	0
183	2.04354138
184	6.87473334
185	0
186	15.0392923
187	11.6706536
188	9.8672335
189	0
190	4.25502742
191	0
192	0
193	1.61401553
194	0
195	0
196	0
197	5.44687009
198	0
199	6.20466944
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	2.19552885
208	2.78582291
209	0
210	7.63191172
211	10.2218405
212	9.82408028
213	0
214	0
215	17.887307
216	2.65318435
217	8.5969217
218	20.465299
219	0
220	0
221	21.3252184
222	13.4581089
223	3.96973032
224	7.11352154
225	0
226	0
227	11.0455484
228	31.6376209
229	0
230	0
231	0
232	10.3729965
233	0
234	2.81481188
235	0
236	0
237	10.6136713
238	4.7049254
239	0
240	34.3349117
241	0
242	0
243	0
244	0
245	0
246	30.9028317
247	3.49333543
248	0
249	0
250	0
251	14.2078705
252	6.45418482
253	0
254	60.1365473
255	6.86784618
256	0
257	2.6964846
258	0
259	32.8274376
260	6.31707447
261	10.0187676
262	0
263	13.7034546
264	4.10052623
265	0
266	7.48365022
267	7.45107401
268	0
269	0
270	0
271	5.42211162
272	26.782599
273	0
274	0
275	7.53622869
276	0
277	7.34314929
278	3.93278457
279	5.25335493
280	37.5493383
281	2.9819725
282	0
283	4.64272907
284	0
285	0
286	0
287	0
288	0
289	0
290	5.13720272
291	8.18084663
292	19.4156122
293	7.33723046
294	0
295	0
296	5.34124523
297	0
298	8.26732204
299	5.99809723
300	0
301	0
302	0
303	0
304	0
305	0
306	24.2665577
307	3.7436962
308	0
309	0
310	2.98984904
311	8.3243207
312	6.82869842
313	3.60882372
314	6.16947905
315	16.6978877
316	9.21450495
317	0
318	0
319	0
320	7.59959454
321	4.42577234
322	0
323	3.69828422
324	0
325	6.49808838
326	0
327	0
328	0
329	6.63209621
330	2.2323715
331	0
332	14.5810622
333	0
334	6.48848862
335	0
336	5.07272865
337	0
338	0
339	0
340	0
341	21.7359536
342	132.802985
343	7.15821343
344	75.3092033
345	220.97649
346	16.1656272
347	220.867498
348	145.93954
349	102.541639
350	41.24252
351	22.7223979
352	30.8985633
353	37.2906092
354	68.228129
355	27.3226719
356	55.5924986
357	10.7003202
358	48.5503775
359	20.8721608
360	30.395055
361	7.96623382
362	19.8486279
363	0
364	2.65636599
365	34.040032
366	25.6263519
367	21.751968
368	29.5901623
369	3.60853547
370	4.20135395
371	70.8124895
372	7.8181573
373	23.7073261
374	19.4915938
375	10.0717916
376	22.6597838
377	0
378	30.9302817
379	15.582168
380	34.0677263
381	29.5496882
382	25.1238689
383	33.3594737
384	0
385	90.2713284
386	0
387	7.18246124
388	0
389	33.286622
390	7.40081501
391	46.5824246
392	12.3670421
393	7.38376939
394	0
395	2.21135669
396	6.06142419
397	42.4972582
398	17.172891
399	51.1467964
400	23.507844
401	11.8401212
402	10.8123642
403	58.6754629
404	24.8797284
405	5.54616875
406	0
407	0
408	27.7910259
409	0
410	20.3357943
411	81.5579999
412	6.28542252
413	39.9186187
414	3.27627443
415	1.08917855
416	33.8221944
417	21.6094394
418	46.6827971
419	2.70822526
420	0
421	6.87280236
422	7.69990376
423	7.80367124
424	35.3822599
425	39.0284396
426	72.9723879
427	3.47531195
428	0
429	50.6589203
430	21.769304
431	25.8416557
432	10.9533945
433	0
434	8.58164869
435	0
436	57.6732828
437	17.1135528
438	7.77127369
439	29.6885868
440	23.452023
441	38.0242609
442	3.89644554
443	15.3458805
444	0
445	11.9905145
446	70.5316625
447	14.1124949
448	67.0455805
449	11.4586876
450	24.4451715
451	14.0708033
452	7.58291504
453	56.9661989
454	20.1885655
455	3.22068645
456	3.4010057
457	8.91458487
458	39.8928521
459	21.605709
460	15.3953536
461	24.3145286
462	35.9364461
463	7.67081035
464	13.5325136
465	44.4228582
466	2.36013811
467	5.47785071
468	30.225181
469	9.23855949
470	78.171656
471	0
472	32.9885738
473	5.87084513
474	32.0845052
475	24.435379
476	60.8948393
477	39.0682204
478	14.0590466
479	1.86452599
480	0.916879117
481	41.2267742
482	7.80724177
483	4.16475133
484	70.328
485	12.551054
486	3.25764311
487	14.7967193
488	0
489	24.4029969
490	12.6601688
491	2.17356741
492	0
493	4.97936109
494	32.0496982
495	61.4424053
496	23.3795548
497	2.10267744
498	18.8624899
499	40.3377844
500	50.2066026
501	28.6620369
502	10.096109
503	0
504	4.76837706
505	85.9418333
506	2.41641371
507	13.9174381
508	9.23069185
509	9.25145756
510	3.78615111
511	13.9546478
512	14.9768084
513	39.6207255
514	38.5720705
515	26.3734678
516	38.614356
517	34.5838242
518	64.6281645
519	59.6405476
520	9.31520433
521	14.6903143
522	14.778282
523	27.9831034
524	19.1801893
525	10.9146608
526	12.3242809
527	21.6067781
528	4.89465995
529	9.64716063
530	13.3776369
531	44.4111342
532	19.4095644
533	10.3222156
534	23.7710315
535	21.0745959
536	13.3573541
537	7.54182179
538	27.8742486
539	13.0142767
540	0
541	23.8036577
542	32.3174298
543	22.3252873
544	9.25563099
545	0
546	24.4853961
547	28.8258986
548	16.6477631
549	9.18672408
550	23.6227305
551	25.5485906
552	0
553	22.3590316
554	0
555	23.9777604
556	25.7630897
557	0
558	11.2522026
559	7.01440666
560	0.976524058
561	2.87986192
562	0
563	33.3589956
564	8.77028916
565	0
566	0
567	0
568	5.26590634
569	0
570	0
571	17.4768164
572	0
573	0
574	4.39952681
575	6.89176514
576	0
577	17.1665306
578	17.8289417
579	2.29447768
580	70.2700162
581	38.9897979
582	32.9380133
583	2.04063741
584	21.4677287
585	12.8796743
586	9.83368362
587	6.19908208
588	0
589	4.35084622
590	6.53476994
591	2.35780012
592	0
593	14.4391239
594	2.62635338
595	0
596	5.47588571
597	2.95832482
598	0
599	2.857818
600	0
601	18.8883705
602	2.65609261
603	0
604	13.0702557
605	14.3791342
606	6.99922507
607	0
608	4.5879485
609	13.6118197
610	0
611	2.49057036
612	0
613	0
614	6.97086596
615	0
616	15.1198309
617	19.4291698
618	0
619	6.36896559
620	2.80025822
621	0
622	2.64120981
623	5.09611464
624	8.47090742
625	5.16750094
626	2.06174982
627	2.44725886
628	0
629	9.03653296
630	0
631	0
632	5.38383952
633	0
634	0
635	0
636	33.7535817
637	24.1328054
638	16.4991646
639	4.89582074
640	46.2246778
641	3.65346482
642	13.2866689
643	4.18743667
644	4.37289517
645	28.67019
646	9.22366905
647	7.32129976
648	6.04545034
649	30.892564
650	0
651	2.6250547
652	3.77143634
653	0
654	0
655	0
656	2.96601164
657	16.4662091
658	5.31463637
659	45.2069084
660	33.140435
661	3.68775759
662	0
663	6.05428323
664	11.2157999
665	0
666	40.7468546
667	32.2952164
668	33.1306502
669	40.3657451
670	30.1642781
671	19.5932968
672	1.87099709
673	24.0235828
674	70.616947
675	9.51094695
676	2.36296363
677	26.8158928
678	10.3139564
679	34.5757363
680	48.3641126
681	2.05771957
682	19.3706584
683	17.6613338
684	38.4262723
685	54.3063558
686	35.260613
687	6.86006195
688	31.4214034
689	27.2781679
690	25.0720485
691	13.4259303
692	30.9695584
693	33.6747131
694	17.369724
695	27.7930547
696	23.1928317
697	43.5249193
698	0
699	40.7953212
700	60.3638427
701	12.1661752
702	52.5266187
703	33.3958299
704	11.8746553
705	58.3685446
706	29.9907674
707	7.93142179
708	47.762544
709	16.2607422
710	19.3293839
711	57.9823259
712	39.911389
713	19.8513865
714	3.75659166
715	71.005564
716	22.431116
717	22.6588057
718	2.57833792
719	62.8108573
720	19.7006354
721	4.4815656
722	53.4933513
723	8.63778152
724	76.6040794
725	26.0026042
726	56.4510728
727	53.6380887
728	45.1117888
729	36.5213924
730	16.3030142
731	33.5759258
732	14.652268
733	50.390688
734	38.8470056
735	4.52794714
736	1.83751524
737	0.843282762
738	13.9105298
739	2.14911897
740	3.18666777
741	19.1780584
742	8.5943429
743	6.74796955
744	0
745	0
746	0
747	16.2649398
748	4.46234211
749	20.7934349
750	10.6800307
751	25.5501479
752	7.27161859
753	7.34272338
754	5.77645085
755	12.7449647
756	5.14348708
757	23.2560226
758	3.6813905
759	2.73682537
760	14.8536488
761	0
762	0
763	0
764	10.3415873
765	0
766	0
767	0
768	0
769	3.93150062
770	4.71966697
771	10.6299395
772	2.0269738
773	8.34434738
774	0
775	0
776	3.40382285
777	1.1076392
778	5.4240944
779	18.1653477
780	0
781	19.6182945
782	58.7822663
783	10.4918397
784	37.3117941
785	17.5010515
786	20.6640907
787	11.2679332
788	4.36990045
789	15.1825243
790	17.3545073
791	13.9241955
792	13.8267003
793	31.4692087
794	11.5229683
795	9.32430046
796	4.2559836
797	28.5198518
798	0.879968515
799	33.219682
800	0
801	18.0311166
802	45.5872331
803	25.2831218
804	34.2862609
805	2.75063735
806	18.2263875
807	4.25675074
808	20.9765816
809	15.494809
810	16.6107932
811	33.9579765
812	38.6939598
813	9.45529728
814	33.8082231
815	1.88780031
816	0
817	16.5449664
818	0
819	7.84513924
820	2.58409293
821	11.0324391
822	1.99181061
823	3.38061926
824	9.44514723
825	4.78796371
826	3.18753948
827	3.27079637
828	3.70373254
829	8.28229304
830	0
831	6.19171748
832	4.59108307
833	4.07237791
834	4.81650812
835	5.59506979
836	2.2611386
837	3.41829034
838	8.65127103
839	0
840	12.6164253
841	13.9537012
842	1.83819217
843	6.07449737
844	8.94387293
845	23.6348821
846	3.96771414
847	5.39423484
848	1.88106447
849	2.25627787
850	2.03844305
851	2.68177839
852	5.93861309
853	0
854	22.2479651
855	4.53461013
856	5.44948543
857	3.14772823
858	5.77282343
859	0
860	1.78386004
861	3.80200404
862	5.70118
863	2.61216893
864	8.66719328
865	4.06301188
866	5.55860865
867	4.678989
868	5.54406048
869	9.46813841
870	6.43472053
871	3.14490643
872	2.42175096
873	2.90390296
874	2.52103751
875	3.04565059
876	3.77678327
877	0
878	13.8905588
879	2.63566342
880	1.27993863
881	4.07598334
882	2.08411061
883	2.73188404
884	6.94681999
885	5.40281788
886	6.87443295
887	8.70261454
888	3.32290423
889	17.5734854
890	4.69320299
891	9.50951612
892	12.0264233
893	0
894	6.44415655
895	10.6206499
896	2.21956826
897	2.78433609
898	2.15478041
899	6.67997195
900	2.84073523
901	2.61976425
902	12.4505338
903	6.52233646
904	6.30252721
905	6.82952493
906	4.67051389
907	2.34480136
908	1.89812913
909	0
910	3.94856577
911	7.1682642
912	6.56205122
913	3.16109317
914	6.32135727
915	5.07505424
916	1.81529758
917	0
918	3.42754773
919	4.06134374
920	10.3343184
921	4.69002676
922	7.81059611
923	2.74069949
924	6.44924725
925	2.98093715
926	3.47624341
927	0
928	6.46783109
929	1.80519087
930	6.15431082
931	7.45120505
932	6.90198207
933	5.31440297
934	0
935	6.59520478
936	0
937	2.10526392
938	8.20929797
939	4.03968012
940	5.20345739
941	4.91190728
942	3.90675378
943	7.6288652
944	5.69127968
945	0
946	3.19638755
947	0
948	0
949	9.33834164
950	3.11894581
951	6.89419805
952	3.28173634
953	3.34815522
954	0
955	0
956	2.7321767
957	0
958	3.13831107
959	5.16846608
960	9.06019301
961	8.87865344
962	17.3079236
963	6.81962249
964	14.081237
965	4.64887533
966	2.67486447
967	2.84529612
968	3.40412904
969	5.97249748
970	6.54621144
971	3.55376675
972	3.3843756
973	7.43440577
974	0
975	0
976	2.90714449
977	5.03132267
978	3.0337007
979	3.93827272
980	3.48803039
981	4.58867206
982	10.9986222
983	1.55285447
984	0
985	3.29499077
986	3.9536273
987	8.99607756
988	5.54841006
989	18.3871478
990	20.3155892
991	24.5329365
992	10.0571526
993	17.4436558
994	6.33673984
995	48.6841794
996	11.0851429
997	17.6945469
998	6.75045496
999	18.6279127
1000	11.6698032
1001	44.8279506
1002	37.5143691
1003	17.3268362
1004	22.5493119
1005	2.20342525
1006	75.432484
1007	34.5257611
1008	8.00784928
1009	0
1010	55.3909431
1011	0
1012	32.425944
1013	0
1014	28.2839143
1015	0
1016	0
1017	11.8225336
1018	0
1019	0
1020	10.2176291
1021	32.0747777
1022	11.3094228
1023	15.7389074
1024	13.8507119
1025	17.4248086
1026	3.76475488
1027	0
1028	32.1980772
1029	5.50716324
1030	7.24583264
1031	0
1032	28.7408073
1033	21.2903265
1034	8.28216418
1035	0
1036	5.8113156
1037	74.7418572
1038	12.9993537
1039	0
1040	30.7901976
1041	0
1042	0
1043	0
1044	17.1559873
1045	69.4956229
1046	24.113084
1047	5.00611524
1048	25.1729121
1049	40.5331573
1050	0
1051	0
1052	3.02138696
1053	0
1054	7.75539516
1055	0
1056	15.063564
1057	21.1302476
1058	38.9646908
1059	62.9324058
1060	54.7667411
1061	40.7036713
1062	17.8118686
1063	2.95614208
1064	30.6992345
1065	34.6106157
1066	70.0266482
1067	31.7828699
1068	19.9022452
1069	27.5139419
1070	80.5450757
1071	26.0255866
1072	104.276497
1073	12.1674336
1074	2.68414483
1075	61.2623973
1076	3.51792935
1077	58.2622777
1078	13.71571
1079	0
1080	0
1081	20.5815736
1082	18.4134109
1083	51.2667258
1084	8.02165604
1085	115.42882
1086	0
1087	27.7800993
1088	19.1130562
1089	10.9285513
1090	37.3909536
1091	31.8099814
1092	57.9123949
1093	32.7755044
1094	28.0048644
1095	42.113867
1096	9.23268556
1097	54.2105132
1098	0
1099	57.0444579
1100	0
1101	30.9928231
1102	27.1248701
1103	23.9668877
1104	38.627004
1105	9.48260725
1106	7.43297194
1107	19.0510799
1108	60.031922
1109	76.8639703
1110	18.9727052
1111	0
1112	33.7364215
1113	0
1114	37.9185669
1115	47.2465523
1116	16.5593058
1117	63.7174852
1118	64.4957956
1119	0
1120	25.3409446
1121	36.4627066
1122	5.36583993
1123	33.9600156
1124	45.3189414
1125	2.79943473
1126	5.59178682
1127	164.290446
1128	40.7753176
1129	235.645799
1130	83.9162641
1131	7.06330105
1132	10.5669417
1133	0
1134	3.47446445
1135	6.64798634
1136	8.62469267
1137	49.1481696
1138	7.42292605
1139	5.93173504
1140	7.54044671
1141	48.2436362
1142	9.19706807
1143	26.69975
1144	19.1110573
1145	56.4154448
1146	101.546763
1147	57.0292751
1148	10.8465761
1149	5.87755235
1150	0
1151	2.77198765
1152	0
1153	13.0263902
1154	3.56700605
1155	3.27747498
1156	12.7883552
1157	3.17990267
1158	15.136186
1159	24.3170117
1160	69.353826
1161	14.8154741
1162	0
1163	0
1164	3.50921355
1165	6.6688068
1166	21.3148848
1167	8.03524244
1168	0
1169	0
1170	4.95144626
1171	13.5332807
1172	24.1929836
1173	21.5930833
1174	0
1175	2.98751232
1176	0
1177	2.45474766
1178	0
1179	21.0285173
1180	0
1181	19.6889402
1182	51.9302758
1183	30.148965
1184	18.3959819
1185	35.5615025
1186	19.3723661
1187	25.9512612
1188	60.1361444
1189	23.3468512
1190	0
1191	1.30455284
1192	47.826014
1193	57.0252926
1194	14.6237633
1195	13.0224775
1196	3.22681561
1197	102.328648
1198	7.70600698
1199	12.0031585
1200	37.014998
1201	8.86400603
1202	13.0825558
1203	19.3323735
1204	72.8424375
1205	4.02235883
1206	12.7266417
1207	3.8159434
1208	8.00202163
1209	6.33323196
1210	8.35713419
1211	94.6955256
1212	6.23242797
1213	40.6164731
1214	22.1863627
1215	1.60641136
1216	3.53125365
1217	3.43470152
1218	5.92478304
1219	11.6990622
1220	19.2015081
1221	23.3058591
1222	8.98647132
1223	0
1224	0.815152044
1225	4.76700869
1226	29.2546759
1227	29.0523445
1228	3.80604534
1229	31.6557475
1230	34.4813729
1231	25.0592318
1232	3.62252708
1233	8.15797137
1234	8.53297961
1235	45.9854549
1236	0
1237	48.7801502
1238	24.0034586
1239	0
1240	19.2948956
1241	72.2360783
1242	0
1243	24.3295509
1244	16.9253213
1245	109.286504
1246	49.8976519
1247	53.273118
1248	43.9617742
1249	20.526035
1250	47.7416924
1251	35.1664416
1252	79.9617845
1253	109.478311
1254	47.5060899
1255	41.4562112
1256	71.8530556
1257	49.7086309
1258	29.7232514
1259	42.8637786
1260	74.5932232
1261	66.7280173
1262	151.97647
1263	28.2239335
1264	31.2774727
1265	16.2892507
1266	7.20920515
1267	5.54436476
1268	104.996869
1269	2.46083946
1270	32.7909796
1271	0
1272	9.03144118
1273	5.42605087
1274	0
1275	0
1276	0
1277	0
1278	8.3320883
1279	0
1280	5.4345385
1281	0
1282	0
1283	3.93574594
1284	0
1285	0
1286	0
1287	3.37733091
1288	0
1289	0
1290	15.4693763
1291	0
1292	0
1293	0
1294	2.641942
1295	4.09963039
1296	0
1297	4.06711224
1298	0
1299	0
1300	14.4272526
1301	0
1302	0
1303	4.41746401
1304	3.21551076
1305	0
1306	3.76645587
1307	0
1308	10.0253875
1309	6.41663372
1310	0
1311	0
1312	0
1313	4.24404324
1314	0
1315	3.38636053
1316	5.26162686
1317	6.97567049
1318	3.50526303
1319	5.59718691
1320	19.7043698
1321	15.2494432
1322	21.8820625
1323	0
1324	7.8851547
1325	3.64440231
1326	105.451923
1327	3.43436545
1328	2.92059762
1329	22.6730682
1330	26.5295654
1331	15.3796891
1332	11.9248425
1333	10.3520356
1334	11.3277362
1335	5.87158093
1336	28.3380127
1337	0
1338	2.24153672
1339	0
1340	27.7733232
1341	4.99666693
1342	35.4399293
1343	24.1481756
1344	31.1180203
1345	27.1574075
1346	4.68027752
1347	8.17473671
1348	15.1441067
1349	13.8246256
1350	3.33933139
1351	10.8046589
1352	13.6508991
1353	6.90541704
1354	13.8825975
1355	12.3662337
1356	26.2740491
1357	18.604783
1358	5.37359653
1359	11.814699
1360	0
1361	11.3060056
1362	24.5206477
1363	5.92348966
1364	3.76425322
1365	0
1366	8.90966924
1367	3.28794615
1368	11.288334
1369	22.8225037
1370	6.4543228
1371	5.71641961
1372	14.4459846
1373	0
1374	8.02259454
1375	0
1376	5.86203617
1377	7.99064915
1378	0
1379	0
1380	0
1381	8.52687735
1382	18.7968578
1383	0
1384	0
1385	29.775963
1386	7.0565841
1387	5.56904949
1388	20.1375708
1389	0
1390	15.3579008
1391	4.14587496
1392	4.09474656
1393	6.80409753
1394	12.0438327
1395	19.771513
1396	8.30154508
1397	0
1398	10.1237494
1399	0
1400	14.359642
1401	16.3810254
1402	0
1403	2.9429177
1404	0
1405	0
1406	0
1407	3.57239557
1408	2.9218574
1409	0
1410	0
1411	3.75530225
1412	0
1413	19.5209125
1414	6.95660432
1415	6.84629553
1416	0
1417	0
1418	0
1419	0
1420	5.48164266
1421	3.26595896
1422	8.80168507
1423	21.6279592
1424	0
1425	0
1426	2.40484359
1427	0
1428	15.7997419
1429	19.8637565
1430	17.9755758
1431	43.4768029
1432	0
1433	0
1434	0
1435	73.581003
1436	9.48329128
1437	0
1438	0
1439	12.9364778
1440	18.1724612
1441	6.87119824
1442	0
1443	13.761689
1444	10.5697517
1445	0
1446	0
1447	0
1448	0
1449	0
1450	4.38771398
1451	0
1452	4.64670801
1453	37.8698707
1454	42.4415541
1455	28.5408143
1456	26.1193359
1457	3.90515183
1458	0
1459	0
1460	0
1461	19.8041419
1462	3.25894508
1463	64.3606123
1464	31.9707798
1465	52.9119505
1466	16.2056199
1467	20.2775049
1468	26.6909023
1469	50.0872298
1470	12.8046512
1471	0
1472	27.3668808
1473	56.0544214
1474	48.6681303
1475	15.6994355
1476	9.64668004
1477	12.7833826
1478	4.04259829
1479	0
1480	0
1481	0
1482	34.0201232
1483	0
1484	9.42101851
1485	57.993084
1486	0
1487	0
1488	0
1489	5.35010687
1490	0
1491	6.68774278
1492	6.32719184
1493	9.07495395
1494	20.4678456
1495	0
1496	0
1497	0
1498	0
1499	3.33135329
1500	0
1501	0
1502	0
1503	14.2131364
1504	0
1505	0
1506	0
1507	0
1508	6.63297545
1509	18.3397321
1510	71.650223
1511	6.92983615
1512	37.4080667
1513	7.30939805
1514	26.5796308
1515	3.79985318
1516	28.1867018
1517	74.2379736
1518	34.747244
1519	3.47728878
1520	0
1521	4.03060361
1522	9.62397328
1523	11.8440941
1524	22.0811209
1525	6.29743162
1526	12.6924097
1527	14.8029246
1528	0
1529	3.25428598
1530	12.6333367
1531	6.96864877
1532	0
1533	6.3192488
1534	96.4222317
1535	0
1536	9.58838063
1537	35.4301737
1538	0
1539	17.9748873
1540	8.01497955
1541	11.2670915
1542	0
1543	6.66481768
1544	1.58146264
1545	0
1546	0
1547	11.8263265
1548	1.31100248
1549	0
1550	7.8602773
1551	8.60304991
1552	19.5862245
1553	0
1554	2.39659516
1555	3.62018941
1556	17.2212442
1557	0
1558	6.22613697
1559	0
1560	0
1561	0
1562	4.21621154
1563	0
1564	5.06762355
1565	7.57502192
1566	5.72760295
1567	0
1568	0
1569	0
1570	1.49962304
1571	0
1572	0
1573	3.95659991
1574	13.8479711
1575	8.91122307
1576	0
1577	0
1578	0
1579	0
1580	14.7277872
1581	0
1582	0
1583	0
1584	2.22495918
1585	0
1586	0
1587	0
1588	4.09252754
1589	0
1590	10.2545746
1591	0
1592	0
1593	0
1594	0
1595	0
1596	5.99018842
1597	0
1598	6.53911043
1599	0
1600	0
1601	0
1602	0
1603	29.0203476
1604	7.42097381
1605	2.8993633
1606	0
1607	0
1608	43.1477236
1609	2.01908678
1610	33.1884259
1611	50.3474106
1612	62.3626375
1613	37.8025296
1614	0
1615	6.9716297
1616	4.62672435
1617	0
1618	40.6009703
1619	11.9450587
1620	0
1621	0
1622	1.91990795
1623	0
1624	27.0539488
1625	0
1626	0
1627	8.6775631
1628	1.65697474
1629	0
1630	7.88883799
1631	0
1632	0
1633	0
1634	0
1635	0
1636	0
1637	12.9071879
1638	9.08270173
1639	0
1640	0
1641	0
1642	0
1643	0
1644	0
1645	0
1646	0
1647	2.23301832
1648	5.31093985
1649	5.92047933
1650	84.2561904
1651	0
1652	0
1653	14.5648369
1654	0
1655	0
1656	0
1657	0
1658	0
1659	0
1660	0
1661	0
1662	0
1663	0
1664	0
1665	0
1666	0
1667	0
1668	0
1669	2.06224334
1670	6.30994879
1671	0
1672	11.711045
1673	2.4008093
1674	0
1675	0
1676	0
1677	0
1678	11.1290427
1679	6.14555874
1680	0
1681	0
1682	0
1683	0
1684	0
1685	2.4682458
1686	0
1687	2.60160323
1688	0
1689	3.01141287
1690	0
1691	0
1692	0
1693	2.40939878
1694	17.9922572
1695	15.2141849
1696	167.231611
1697	0.93533977
1698	13.2600218
1699	4.41465895
1700	14.255178
1701	14.5231668
1702	0
1703	114.302473
1704	0
1705	0
1706	0
1707	0
1708	0
1709	0
1710	0
1711	0
1712	4.53767876
1713	4.70609731
1714	1.17370092
1715	11.6457504
1716	0
1717	0
1718	0
1719	0
1720	0
1721	0
1722	0
1723	0
1724	0
1725	0
1726	4.88097125
1727	0
1728	0
1729	0
1730	0
1731	0
1732	0
1733	0
1734	0
1735	0
1736	1.38869168
1737	3.28286349
1738	0
1739	0
1740	0
1741	0
1742	0
1743	0
1744	6.61037805
1745	0
1746	0
1747	0
1748	0
1749	12.2498924
1750	0
1751	1.65465485
1752	0
1753	5.55199673
1754	5.53825709
1755	0
1756	5.81430689
1757	0
1758	5.52578885
1759	5.489049
1760	9.70322301
1761	20.3002337
1762	0
1763	0
1764	6.25334997
1765	3.98361756
1766	5.93386357
1767	4.15846105
1768	3.25609749
1769	5.19266231
1770	5.08936373
1771	7.47545945
1772	2.85871924
1773	4.47253538
1774	7.89975857
1775	0
1776	23.3113319
1777	4.5987045
1778	1.83125947
1779	3.46457034
1780	4.09412005
1781	15.7028844
1782	0
1783	0
1784	0
1785	0
1786	0
1787	0
1788	36.1167779
1789	28.4969164
1790	4.99733682
1791	0
1792	7.26920602
1793	0
1794	7.59391617
1795	0
1796	0
1797	0
1798	12.6559882
1799	16.6442109
1800	5.21436023
1801	43.7968215
1802	21.6312865
1803	6.28657636
1804	0
1805	10.2169314
1806	0
1807	31.1165045
1808	3.14155754
1809	0
1810	0
1811	0
1812	0
1813	38.9263646
1814	20.596829
1815	64.449043
1816	5.11459791
1817	5.89508424
1818	5.02389886
1819	4.1938092
1820	2.59300949
1821	0
1822	18.8492357
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	8.68115178
1830	0
1831	3.40977054
1832	43.1049519
1833	0
1834	0
1835	0
1836	9.12493652
1837	6.82593965
1838	0
1839	25.7589761
1840	0
1841	6.7495577
1842	0
1843	3.79955579
1844	74.7604236
1845	0
1846	0
1847	0
1848	0
1849	0
1850	3.8574814
1851	1.36608835
1852	0
1853	0
1854	0
1855	0
1856	0
1857	0
1858	0
1859	20.5972027
1860	1.31922191
1861	44.9661407
1862	0
1863	0
1864	0
1865	14.4832694
1866	106.792356
1867	24.980335
1868	5.47858425
1869	11.8283804
1870	8.75245737
1871	3.16136929
1872	15.1695839
1873	11.0111384
1874	1.94498172
1875	5.32575461
1876	16.8150749
1877	0
1878	0
1879	25.0973996
1880	2.41219204
1881	43.7221321
1882	0
1883	0
1884	0
1885	3.20493338
1886	7.4557878
1887	0
1888	0
1889	0
1890	0
1891	0
1892	0
1893	25.7093819
1894	9.66394922
1895	0
1896	8.04890367
1897	0
1898	0
1899	1.43738215
1900	16.2588647
1901	41.9646259
1902	1.61244533
1903	1.59376974
1904	0
1905	14.8627596
1906	60.3436884
1907	46.1819598
1908	19.8465478
1909	8.19955792
1910	5.96576869
1911	20.7670636
1912	2.31798959
1913	7.70663203
1914	8.92076755
1915	12.3749521
1916	20.7855356
1917	1.80914403
1918	0
1919	16.0510343
1920	0
1921	14.9675958
1922	0.378379164
1923	0
1924	0
1925	12.7434659
1926	0
1927	0
1928	0
1929	0
1930	0
1931	0
1932	0
1933	0
1934	0
1935	0
1936	0
1937	0
1938	5.26559548
1939	15.9693927
