ampl.tab 1 8
GenID	Bus	Pgm	Pmax	Pmin	Pc2	Pc1	Pc0	FuelType
85	746	1.2333421	3.7	0	0.104841048	14.8788144	26.2074855	0
86	746	2.20001588	6.6	0	0.104841048	14.8788144	26.2074855	0
87	1502	2.00001441	6	0	0.104841048	14.8788144	26.2074855	0
88	1890	27.3002013	81.9	0	0.029100238	14.8788144	92.597236	0
89	8623	8.50006236	25.5	0	0.099944554	14.8788144	28.3536743	0
90	8623	8.90006533	26.7	0	0.092112541	14.8788144	29.1721955	0
91	1892	1.40000998	4.2	0	0.104841048	14.8788144	26.2074855	0
92	1892	1.40000998	4.2	0	0.104841048	14.8788144	26.2074855	0
93	1745	2.8333539	8.5	0	0.104841048	14.8788144	26.2074855	0
94	1958	4.53336649	13.6	0	0.059172355	14.8788144	46.4995731	0
95	1755	4.53336649	13.6	0	0.059172355	14.8788144	46.4995731	0
96	1755	0.933339916	2.8	0	0.104841048	14.8788144	26.2074855	0
97	1724	3.33335758	10	0	0.116989623	14.8788144	22.8253546	0
98	1724	3.33335758	10	0	0.116989623	14.8788144	22.8253546	0
99	8064	4.50003288	13.5	0	0.091189607	14.8788144	29.439354	0
100	8064	4.50003288	13.5	0	0.091189607	14.8788144	29.439354	0
101	8064	0.166667613	0.5	0	0.078724432	14.8788144	34.6467874	0
102	8064	0.133334067	0.4	0	0.078724432	14.8788144	34.6467874	0
103	8064	0.400002707	1.2	0	0.085772205	14.8788144	32.0494007	0
104	1723	6.00004391	18	0	0.116141127	14.8788144	23.3042834	0
105	1722	0.666671339	2	0	0.085772205	14.8788144	32.0494007	0
106	1722	0.666671339	2	0	0.085772205	14.8788144	32.0494007	0
107	8113	0	310	0	0.0069886	21.363	796.7	0
108	8113	0	310	0	0.0069886	21.363	796.7	0
109	8113	0	495	0	0.0038575	21.025	1184.1	0
110	1632	5.26670527	15.8	0	0.037223309	14.8788144	73.1903316	0
111	1632	5.26670527	15.8	0	0.037223309	14.8788144	73.1903316	0
112	1632	5.83337612	17.5	0	0.037223309	14.8788144	73.1903316	0
113	1632	5.83337612	17.5	0	0.037223309	14.8788144	73.1903316	0
114	1644	11.3334167	34	0	0.071691417	14.8788144	37.8341532	0
115	1644	11.3334167	34	0	0.071691417	14.8788144	37.8341532	0
116	1644	11.3334167	34	0	0.071691417	14.8788144	37.8341532	0
117	1644	12.0000882	36	0	0.069262499	14.8788144	40.2238612	0
118	1644	12.1667561	36.5	0	0.068331642	14.8788144	40.5167447	0
119	1635	10.0000735	30	0	0.084180748	14.8788144	32.3543419	0
120	1635	15.0001104	45	0	0.055647865	14.8788144	50.8170056	0
121	1632	18.3334684	55	0	0.04514964	14.8788144	62.1292896	0
122	1632	18.3334684	55	0	0.04514964	14.8788144	62.1292896	0
123	1631	0.833339198	2.5	0	0.085772205	14.8788144	32.0494007	0
124	1631	0.833339198	2.5	0	0.085772205	14.8788144	32.0494007	0
125	1631	0.766672054	2.3	0	0.078724432	14.8788144	34.6467874	0
126	8381	0.933339916	2.8	0	0.104841048	14.8788144	26.2074855	0
127	8381	0.933339916	2.8	0	0.104841048	14.8788144	26.2074855	0
128	8381	0.933339916	2.8	0	0.104841048	14.8788144	26.2074855	0
129	1629	0.333335524	1	0	0.085772205	14.8788144	32.0494007	0
130	1629	0.333335524	1	0	0.085772205	14.8788144	32.0494007	0
131	1629	0.66667134	2	0	0.078724432	14.8788144	34.6467874	0
132	1629	0.733338483	2.2	0	0.078724432	14.8788144	34.6467874	0
133	1629	0.66667134	2	0	0.078724432	14.8788144	34.6467874	0
134	2312	0.66667134	2	0	0.078724432	14.8788144	34.6467874	0
135	2312	0.833339198	2.5	0	0.085772205	14.8788144	32.0494007	0
136	2247	0.533337043	1.6	0	0.078724432	14.8788144	34.6467874	0
137	285	1.00000706	3	0	0.085772205	14.8788144	32.0494007	0
138	285	1.00000706	3	0	0.085772205	14.8788144	32.0494007	0
139	285	2.00001441	6	0	0.104841048	14.8788144	26.2074855	0
140	990	0.500003463	1.5	0	0.078724432	14.8788144	34.6467874	0
141	990	0.500003463	1.5	0	0.078724432	14.8788144	34.6467874	0
142	8343	0	218	0	0.0097412	21.909	600.51	0
143	2313	0.766672054	2.3	0	0.078724432	14.8788144	34.6467874	0
144	1663	6.83338338	20.5	0	0.114946484	14.8788144	23.7075931	0
145	1663	6.60004833	19.8	0	0.116141127	14.8788144	23.3042834	0
146	1662	2.20001589	6.6	0	0.092849808	14.8788144	29.1025112	0
147	1662	2.20001589	6.6	0	0.092849808	14.8788144	29.1025112	0
148	1662	2.20001589	6.6	0	0.092849808	14.8788144	29.1025112	0
149	1662	2.20001589	6.6	0	0.092849808	14.8788144	29.1025112	0
150	8347	52.3033303	63	0	0.065960886	14.1545215	301.435141	0
151	8347	52.3033303	63	0	0.065960886	14.1545215	301.435141	0
152	8347	52.3033303	63	0	0.065960886	14.1545215	301.435141	0
153	8347	52.3033303	63	0	0.065960886	14.1545215	301.435141	0
154	1636	31.6669003	95	0	0.025798991	14.8788144	105.8405	0
155	1636	31.6669003	95	0	0.025798991	14.8788144	105.8405	0
156	1483	0	806	0	0.0028305	19.79	2076.3	0
157	1483	0	806	0	0.0028305	19.79	2076.3	0
158	1602	3.76669416	11.3	0	0.059172355	14.8788144	46.4995731	0
159	7747	0	163.2	0	0.013315533	22.6772275	469.549327	0
160	7747	0	163.2	0	0.013315533	22.6772275	469.549327	0
161	7747	0	495	0	0.003724619	21.031305	1187.18678	0
162	2361	1.96668083	5.9	0	0.104841048	14.8788144	26.2074855	0
163	2361	2.40001736	7.2	0	0.104841048	14.8788144	26.2074855	0
164	7808	164.601216	164.6	0	0.007460776	9.85465117	2635.89483	0
165	7808	164.601216	164.6	0	0.007460776	9.85465117	2635.89483	0
166	7808	144.931702	189.2	0	0.02801483	13.5442631	714.197795	0
167	7808	164.601216	164.6	0	0.007460776	9.85465117	2635.89483	0
168	7808	164.601216	164.6	0	0.007460776	9.85465117	2635.89483	0
169	7808	144.931702	189.2	0	0.02801483	13.5442631	714.197795	0
170	1842	0.266668341	0.8	0	0.078724432	14.8788144	34.6467874	0
171	1842	0.266668341	0.8	0	0.078724432	14.8788144	34.6467874	0
172	1842	0.266668341	0.8	0	0.078724432	14.8788144	34.6467874	0
173	1842	0.266668341	0.8	0	0.078724432	14.8788144	34.6467874	0
174	1892	0.433336296	1.3	0	0.078724432	14.8788144	34.6467874	0
175	1892	0.433336296	1.3	0	0.078724432	14.8788144	34.6467874	0
176	2237	2.5000181	7.5	0	0.104841048	14.8788144	26.2074855	0
177	2237	2.5000181	7.5	0	0.104841048	14.8788144	26.2074855	0
178	2237	2.86668747	8.6	0	0.104841048	14.8788144	26.2074855	0
179	1693	10.3114346	20	0	0.11955343	16.3717119	230.144388	0
180	1693	10.3114346	20	0	0.11955343	16.3717119	230.144388	0
181	1693	0	23	0	0.25325	58.907	173.53	0
182	1693	0	50	0	0.063206218	25.1702183	164.808375	0
183	1693	0	50	0	0.063206218	25.1702183	164.808375	0
184	1693	25.4001876	25.4	0	0.025784945	9.8240636	475.10697	0
185	1693	55.100407	55.1	0	0.011886341	9.82406397	1030.64543	0
186	1693	52.5777524	57.4	0	0.059122552	14.495962	290.065816	0
187	1446	26.133526	78.4	0	0.031561893	14.8788144	86.1224701	0
188	1446	26.133526	78.4	0	0.031561893	14.8788144	86.1224701	0
189	1446	13.1667635	39.5	0	0.0622	14.8788144	43.9716516	0
190	1446	13.1667635	39.5	0	0.0622	14.8788144	43.9716516	0
191	1446	12.1667561	36.5	0	0.068314762	14.8788144	40.6511526	0
192	194	1.66667861	5	0	0.104841048	14.8788144	26.2074855	0
193	194	1.66667861	5	0	0.104841048	14.8788144	26.2074855	0
194	1719	1.60001146	4.8	0	0.104841048	14.8788144	26.2074855	0
195	1719	1.46667714	4.4	0	0.104841048	14.8788144	26.2074855	0
196	1718	3.33335761	10	0	0.074347899	14.8788144	36.540858	0
197	1718	3.20002329	9.6	0	0.074347899	14.8788144	36.540858	0
198	1528	5.50004029	16.5	0	0.073726559	14.8788144	37.2572181	0
199	1528	5.50004029	16.5	0	0.073726559	14.8788144	37.2572181	0
200	7751	18.4826212	34.5	0	0.066698734	16.3717118	411.887105	0
201	7751	89.900664	89.9	0	0.012524817	9.50758888	1648.14099	0
202	7751	61.1501635	65.9	0	0.028560511	15.8580029	915.141767	0
203	7751	43.2003189	43.2	0	0.030947744	13.5754577	314.917371	0
204	7751	43.2003189	43.2	0	0.030947744	13.5754577	314.917371	0
205	7751	0	81.6	0	0.030580892	24.5037276	248.251086	0
206	7751	18.2432311	30	0	0.067573963	16.3717118	401.19412	0
207	1639	1.06667422	3.2	0	0.085772205	14.8788144	32.0494007	0
208	8832	3.36669119	10.1	0	0.074347899	14.8788144	36.540858	0
209	371	0.666671339	2	0	0.085772205	14.8788144	32.0494007	0
210	209	0.933339917	2.8	0	0.085772205	14.8788144	32.0494007	0
211	209	0.933339917	2.8	0	0.085772205	14.8788144	32.0494007	0
212	346	85.30063	85.3	0	0.045648313	8.49648297	1399.03018	0
213	346	85.30063	85.3	0	0.045648313	8.49648297	1399.03018	0
214	346	49.6800038	75	0	0.032401462	15.9947772	848.043789	0
215	346	51.1553026	60.5	0	0.061704604	14.4479757	299.144996	0
216	346	51.1553026	60.5	0	0.061704604	14.4479757	299.144996	0
217	346	51.1553026	60.5	0	0.061704604	14.4479757	299.144996	0
218	346	51.1553026	60.5	0	0.061704604	14.4479757	299.144996	0
219	346	51.1553026	60.5	0	0.061704604	14.4479757	299.144996	0
220	2401	0	230	0	0.00927701	21.8534111	632.873059	0
221	2401	182.80135	182.8	0	0.030006828	10.4367429	1415.75836	0
222	2401	66.971731	108.2	0	0.011923608	16.8059313	372.365163	0
223	2401	66.971731	108.2	0	0.011923608	16.8059313	372.365163	0
224	2401	66.971731	108.2	0	0.011923608	16.8059313	372.365163	0
225	2401	66.971731	108.2	0	0.011923608	16.8059313	372.365163	0
226	2401	66.971731	108.2	0	0.011923608	16.8059313	372.365163	0
227	2401	66.971731	108.2	0	0.011923608	16.8059313	372.365163	0
228	2401	0	230	0	0.00927701	21.8534111	632.873059	0
229	2401	211.369759	264.3	0	0.019990904	13.3790287	979.430278	0
230	2401	182.80135	182.8	0	0.030006828	10.4367429	1415.75836	0
231	1606	12.5000919	37.5	0	0.065976133	14.8788144	42.0372347	0
232	8832	0.933339917	2.8	0	0.085772205	14.8788144	32.0494007	0
233	8832	0.933339917	2.8	0	0.085772205	14.8788144	32.0494007	0
234	7773	0	163.2	0	0.013281799	22.6734243	470.5849	0
235	7773	0	163.2	0	0.013281799	22.6734243	470.5849	0
236	7773	179.665827	216.9	0	0.023001417	13.471932	874.243191	0
237	7773	118.900878	118.9	0	0.023001417	13.471932	874.243191	0
238	7773	49.982791	106.9	0	0.11372107	11.9204156	252.039838	0
239	7773	49.982791	106.9	0	0.11372107	11.9204156	252.039838	0
240	1606	12.5000919	37.5	0	0.065687132	14.8788144	42.121352	0
241	8018	51.3654685	60.5	0	0.062009558	14.4193436	299.16754	0
242	8018	182.80135	182.8	0	0.029857916	10.4426725	1481.47126	0
243	8018	182.80135	182.8	0	0.029857916	10.4426725	1481.47126	0
244	8018	211.35196	264.4	0	0.019971454	13.3834953	981.323331	0
245	615	3.00002181	9	0	0.074347899	14.8788144	36.540858	0
246	745	14.6667746	44	0	0.056991158	14.8788144	49.0465723	0
247	744	9.1000668	27.3	0	0.090757177	14.8788144	29.5543926	0
248	1888	3.33335761	10	0	0.074347899	14.8788144	36.540858	0
249	1887	24.000177	72	0	0.033307845	14.8788144	81.3561358	0
250	1593	3.90002848	11.7	0	0.059172355	14.8788144	46.4995731	0
251	1593	3.90002848	11.7	0	0.059172355	14.8788144	46.4995731	0
252	1593	2.1666823	6.5	0	0.104841048	14.8788144	26.2074855	0
253	8400	3.33335761	10	0	0.074347899	14.8788144	36.540858	0
254	426	28.8002124	28.8	0	0.127647427	11.8081357	243.988901	0
255	426	28.8002124	28.8	0	0.127647427	11.8081357	243.988901	0
256	426	51.0115506	60.5	0	0.06245024	14.41881	299.420007	0
257	426	51.0115506	60.5	0	0.06245024	14.41881	299.420007	0
258	426	49.6800038	71	0	0.032401462	15.9947772	848.043789	0
259	426	16.0001174	16	0	0.032621593	16.0099954	818.239169	0
260	1500	5.10003737	15.3	0	0.037223309	14.8788144	73.1903316	0
261	8565	20.4001503	61.2	0	0.039773988	14.8788144	68.564689	0
262	8565	20.4001503	61.2	0	0.045338147	14.8788144	61.7209873	0
263	2221	2.03334798	6.1	0	0.104841048	14.8788144	26.2074855	0
264	2221	26.4001947	79.2	0	0.030784033	14.8788144	88.8056399	0
265	1586	26.3001939	78.9	0	0.03131569	14.8788144	87.6069929	0
266	1586	26.3001939	78.9	0	0.03131569	14.8788144	87.6069929	0
267	1586	26.933532	80.8	0	0.029785941	14.8788144	90.9183037	0
268	1586	26.933532	80.8	0	0.029785941	14.8788144	90.9183037	0
269	1584	24.7001821	74.1	0	0.032880744	14.8788144	82.9372199	0
270	1585	8.50006236	25.5	0	0.098441376	14.8788144	28.5667366	0
271	1005	19.9334802	59.8	0	0.041	14.8788144	66.7386997	0
272	1005	19.9334802	59.8	0	0.041	14.8788144	66.7386997	0
273	1005	26.1001925	78.3	0	0.031774502	14.8788144	85.7478694	0
274	1005	26.1001925	78.3	0	0.031774502	14.8788144	85.7478694	0
275	8400	39.0002878	117	0	0.019728908	14.8788144	138.607558	0
276	8400	32.5669069	97.7	0	0.024921705	14.8788144	106.068536	0
277	8400	39.0002878	117	0	0.019728908	14.8788144	138.607558	0
278	8400	32.5669069	97.7	0	0.024921705	14.8788144	106.068536	0
279	8400	39.0002878	117	0	0.019728908	14.8788144	138.607558	0
280	8400	32.5669069	97.7	0	0.024921705	14.8788144	106.068536	0
281	1891	15.1667783	45.5	0	0.053280064	14.8788144	51.301513	0
282	1891	15.1667783	45.5	0	0.053280064	14.8788144	51.301513	0
283	1891	15.1667783	45.5	0	0.053280064	14.8788144	51.301513	0
284	1891	11.4334174	34.3	0	0.071691417	14.8788144	37.8341532	0
285	8684	22.0668293	66.2	0	0.037296381	14.8788144	72.9724513	0
286	8684	22.0668293	66.2	0	0.037296381	14.8788144	72.9724513	0
287	8684	22.0668293	66.2	0	0.037296381	14.8788144	72.9724513	0
288	1733	25.7335231	77.2	0	0.03204634	14.8788144	85.3716495	0
289	1733	25.7335231	77.2	0	0.03204634	14.8788144	85.3716495	0
290	8414	13.0000956	39	0	0.062660025	14.8788144	43.6847716	0
291	8414	13.0000956	39	0	0.062660025	14.8788144	43.6847716	0
292	8414	13.0000956	39	0	0.062660025	14.8788144	43.6847716	0
293	2339	2.23334946	6.7	0	0.104841048	14.8788144	26.2074855	0
294	2339	2.23334946	6.7	0	0.104841048	14.8788144	26.2074855	0
295	1498	47.3336827	142	0	0.017017665	14.8788141	161.930945	0
296	1498	47.3336827	142	0	0.017017665	14.8788141	161.930945	0
297	1498	47.3336827	142	0	0.017017665	14.8788141	161.930945	0
298	1498	47.3336827	142	0	0.017017665	14.8788141	161.930945	0
299	1498	47.3336827	142	0	0.017017665	14.8788141	161.930945	0
300	1498	0.666671338	2	0	0.104841048	14.8788144	26.2074855	0
301	1498	0.666671338	2	0	0.104841048	14.8788144	26.2074855	0
302	8724	10.0000735	30	0	0.084144494	14.8788144	32.4200547	0
303	8724	10.0000735	30	0	0.084144494	14.8788144	32.4200547	0
304	8724	10.0000735	30	0	0.084144494	14.8788144	32.4200547	0
305	8724	10.0000735	30	0	0.084144494	14.8788144	32.4200547	0
306	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
307	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
308	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
309	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
310	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
311	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
312	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
313	1642	17.6667968	53	0	0.048441064	14.8788144	57.7513147	0
314	1742	30.0002213	90	0	0.027223253	14.8788144	100.442859	0
315	1742	30.0002213	90	0	0.027223253	14.8788144	100.442859	0
316	1731	23.3335054	70	0	0.035001326	14.8788144	78.1222241	0
317	1731	23.3335054	70	0	0.035001326	14.8788144	78.1222241	0
318	8671	52.5003875	157.5	0	0.015244051	14.8788144	175.969304	0
319	8671	52.5003875	157.5	0	0.015244051	14.8788144	175.969304	0
320	1045	0.233334754	0.7	0	0.078724432	14.8788144	34.6467874	0
321	1045	0.233334754	0.7	0	0.078724432	14.8788144	34.6467874	0
322	1955	0.96667349	2.9	0	0.085772205	14.8788144	32.0494007	0
323	799	0.96667349	2.9	0	0.085772205	14.8788144	32.0494007	0
324	1865	2.63335243	7.9	0	0.074347899	14.8788144	36.540858	0
325	2056	0.633337765	1.9	0	0.104841048	14.8788144	26.2074855	0
326	706	1.03334064	3.1	0	0.104841048	14.8788144	26.2074855	0
327	707	1.36667641	4.1	0	0.104841048	14.8788144	26.2074855	0
328	105	3.33335761	10	0	0.074347899	14.8788144	36.540858	0
329	1786	1.20000852	3.6	0	0.104841048	14.8788144	26.2074855	0
330	1786	1.20000852	3.6	0	0.104841048	14.8788144	26.2074855	0
331	1786	1.20000852	3.6	0	0.104841048	14.8788144	26.2074855	0
332	195	0.633337765	1.9	0	0.104841048	14.8788144	26.2074855	0
333	195	0.633337765	1.9	0	0.104841048	14.8788144	26.2074855	0
334	195	0.633337765	1.9	0	0.104841048	14.8788144	26.2074855	0
335	206	0.800005626	2.4	0	0.085772205	14.8788144	32.0494007	0
336	8542	0.466669881	1.4	0	0.078724432	14.8788144	34.6467874	0
337	103	4.23336427	12.7	0	0.059172355	14.8788144	46.4995731	0
338	1645	46.5003432	139.5	0	0.017626567	14.878814	155.128416	0
339	1954	7.96672509	23.9	0	0.102122482	14.8788144	26.4668367	0
340	1582	4.0333628	12.1	0	0.059172355	14.8788144	46.4995731	0
341	662	0.333335524	1	0	0.078724432	14.8788144	34.6467874	0
342	2250	55.0004063	55	0	0	0	0	0
343	284	6.53338117	19.6	0	0.116141127	14.8788144	23.3042834	0
344	8292	9.73713974	24.9	0	0.201878706	15.6387635	141.922833	0
345	8292	9.73713974	24.9	0	0.201878706	15.6387635	141.922833	0
346	1872	7.62473349	23.1	0	0.176444024	16.2591415	139.009799	0
347	1872	7.62473349	23.1	0	0.176444024	16.2591415	139.009799	0
348	1872	7.62473349	23.1	0	0.176444024	16.2591415	139.009799	0
349	1872	7.62473349	23.1	0	0.176444024	16.2591415	139.009799	0
350	1951	1159.00856	1159	0	0	7.02752861	0	0
351	1951	1164.0086	1164	0	0	7.02752861	0	0
352	2248	50.000369	150	0	0.017626567	14.878814	155.128416	0
353	2248	50.000369	150	0	0.017626567	14.878814	155.128416	0
354	557	12.3667576	37.1	0	0.066690076	14.8788144	41.9311323	0
355	557	12.3667576	37.1	0	0.066690076	14.8788144	41.9311323	0
356	1610	0	74.5	0	0.04860652	43.2789605	1721.38761	0
357	1610	0	74.5	0	0.04860652	43.2789605	1721.38761	0
358	1610	0	74.5	0	0.04860652	43.2789605	1721.38761	0
359	367	1.00000706	3	0	0.104841048	14.8788144	26.2074855	0
360	420	4.66670081	14	0	0.059172355	14.8788144	46.4995731	0
361	420	4.66670081	14	0	0.059172355	14.8788144	46.4995731	0
362	420	6.000044	18	0	0.059172355	14.8788144	46.4995731	0
363	1752	0	2.5	0	0.298333333	25.05	57.6	0
364	1752	0	2.5	0	0.298333333	25.05	57.6	0
365	1752	0	2.5	0	0.298333333	25.05	57.6	0
366	1752	0	2.5	0	0.298333333	25.05	57.6	0
367	1752	0	2.5	0	0.298333333	25.05	57.6	0
368	1752	0	2.5	0	0.298333333	25.05	57.6	0
369	8215	12.8667613	38.6	0	0.063784217	14.8788144	43.3743652	0
370	350	0.333335524	1	0	0.078724432	14.8788144	34.6467874	0
371	1863	1.63334503	4.9	0	0.104841048	14.8788144	26.2074855	0
372	420	1.50001072	4.5	0	0.104841048	14.8788144	26.2074855	0
373	420	1.50001072	4.5	0	0.104841048	14.8788144	26.2074855	0
374	529	3.30002403	9.9	0	0.074347899	14.8788144	36.540858	0
375	707	1.70001219	5.1	0	0.104841048	14.8788144	26.2074855	0
376	1296	1.00000706	3	0	0.104841048	14.8788144	26.2074855	0
377	1296	0.200001176	0.6	0	0.078724432	14.8788144	34.6467874	0
378	1841	3.63335983	10.9	0	0.074347899	14.8788144	36.540858	0
379	1841	3.63335983	10.9	0	0.074347899	14.8788144	36.540858	0
380	1841	3.63335983	10.9	0	0.074347899	14.8788144	36.540858	0
381	49	1.13334137	3.4	0	0.104841048	14.8788144	26.2074855	0
382	1845	0.333335524	1	0	0.078724432	14.8788144	34.6467874	0
383	1845	0.333335524	1	0	0.078724432	14.8788144	34.6467874	0
384	1845	0.333335524	1	0	0.078724432	14.8788144	34.6467874	0
385	158	0.833339198	2.5	0	0.085772205	14.8788144	32.0494007	0
386	158	0.833339198	2.5	0	0.085772205	14.8788144	32.0494007	0
387	1732	1.16667494	3.5	0	0.104841048	14.8788144	26.2074855	0
388	2409	3.90002864	3.9	0	0.051140815	13.5022417	315.964182	0
389	2409	3.90002864	3.9	0	0.051140815	13.5022417	315.964182	0
390	1801	20.1874121	37.7	0	0.061066146	16.3717118	438.904604	0
391	1801	60.5004468	60.5	0	0.090857025	7.47471435	628.261588	0
392	1801	8.400062	8.4	0	0.018728377	6.603145	74.6992503	0
393	1801	8.400062	8.4	0	0.018728377	6.603145	74.6992503	0
394	1801	8.400062	8.4	0	0.018728377	6.603145	74.6992503	0
