ampl.tab 3 1
BusID	Time	Scenario	CurtailPg
5	18	Winter	0
6	18	Winter	0
7	18	Winter	0
8	18	Winter	0
9	18	Winter	0
10	18	Winter	0
11	18	Winter	0
12	18	Winter	0
13	18	Winter	0
14	18	Winter	0
15	18	Winter	0
16	18	Winter	0
17	18	Winter	0
18	18	Winter	0
19	18	Winter	0
20	18	Winter	0
21	18	Winter	0
22	18	Winter	0
23	18	Winter	0
24	18	Winter	0
1	19	Winter	0
2	19	Winter	0
3	19	Winter	0
4	19	Winter	0
5	19	Winter	0
6	19	Winter	0
7	19	Winter	0
8	19	Winter	0
9	19	Winter	0
10	19	Winter	0
11	19	Winter	0
12	19	Winter	0
13	19	Winter	0
14	19	Winter	0
15	19	Winter	0
16	19	Winter	0
17	19	Winter	0
18	19	Winter	0
19	19	Winter	0
20	19	Winter	0
21	19	Winter	0
22	19	Winter	0
23	19	Winter	0
24	19	Winter	0
1	20	Winter	0
2	20	Winter	0
3	20	Winter	0
4	20	Winter	0
5	20	Winter	0
6	20	Winter	0
7	20	Winter	0
8	20	Winter	0
9	20	Winter	0
10	20	Winter	0
11	20	Winter	0
12	20	Winter	0
13	20	Winter	0
14	20	Winter	0
15	20	Winter	0
16	20	Winter	0
17	20	Winter	0
18	20	Winter	0
19	20	Winter	0
20	20	Winter	0
21	20	Winter	0
22	20	Winter	0
23	20	Winter	0
24	20	Winter	0
1	21	Winter	0
2	21	Winter	0
3	21	Winter	0
4	21	Winter	0
5	21	Winter	0
6	21	Winter	0
7	21	Winter	0
8	21	Winter	0
9	21	Winter	0
10	21	Winter	0
11	21	Winter	0
12	21	Winter	0
13	21	Winter	0
14	21	Winter	0
15	21	Winter	0
16	21	Winter	0
17	21	Winter	0
18	21	Winter	0
19	21	Winter	0
20	21	Winter	0
21	21	Winter	0
22	21	Winter	0
23	21	Winter	0
24	21	Winter	0
1	22	Winter	0
2	22	Winter	0
3	22	Winter	0
4	22	Winter	0
5	22	Winter	0
6	22	Winter	0
7	22	Winter	0
8	22	Winter	0
9	22	Winter	0
10	22	Winter	0
11	22	Winter	0
12	22	Winter	0
13	22	Winter	0
14	22	Winter	0
15	22	Winter	0
16	22	Winter	0
17	22	Winter	0
18	22	Winter	0
19	22	Winter	0
20	22	Winter	0
21	22	Winter	0
22	22	Winter	0
23	22	Winter	0
24	22	Winter	0
1	23	Winter	0
2	23	Winter	0
3	23	Winter	0
4	23	Winter	0
5	23	Winter	0
6	23	Winter	0
7	23	Winter	0
8	23	Winter	0
9	23	Winter	0
10	23	Winter	0
11	23	Winter	0
12	23	Winter	0
13	23	Winter	0
14	23	Winter	0
15	23	Winter	0
16	23	Winter	0
17	23	Winter	0
18	23	Winter	0
19	23	Winter	0
20	23	Winter	0
21	23	Winter	0
22	23	Winter	0
23	23	Winter	0
24	23	Winter	0
1	24	Winter	0
2	24	Winter	0
3	24	Winter	0
4	24	Winter	0
5	24	Winter	0
6	24	Winter	0
7	24	Winter	0
8	24	Winter	0
9	24	Winter	0
10	24	Winter	0
11	24	Winter	0
12	24	Winter	0
13	24	Winter	0
14	24	Winter	0
15	24	Winter	0
16	24	Winter	0
17	24	Winter	0
18	24	Winter	0
19	24	Winter	0
20	24	Winter	0
21	24	Winter	0
22	24	Winter	0
23	24	Winter	0
24	24	Winter	0
1	1	Spring	0
2	1	Spring	0
3	1	Spring	0
4	1	Spring	0
5	1	Spring	0
6	1	Spring	0
7	1	Spring	0
8	1	Spring	0
9	1	Spring	0
10	1	Spring	0
11	1	Spring	0
12	1	Spring	0
13	1	Spring	0
14	1	Spring	0
15	1	Spring	0
16	1	Spring	0
17	1	Spring	0
18	1	Spring	0
19	1	Spring	0
20	1	Spring	0
21	1	Spring	0
22	1	Spring	0
23	1	Spring	0
24	1	Spring	0
1	2	Spring	0
2	2	Spring	0
3	2	Spring	0
4	2	Spring	0
5	2	Spring	0
6	2	Spring	0
7	2	Spring	0
8	2	Spring	0
9	2	Spring	0
10	2	Spring	0
11	2	Spring	0
12	2	Spring	0
13	2	Spring	0
14	2	Spring	0
15	2	Spring	0
16	2	Spring	0
17	2	Spring	0
18	2	Spring	0
19	2	Spring	0
20	2	Spring	0
21	2	Spring	0
22	2	Spring	0
23	2	Spring	0
24	2	Spring	0
1	3	Spring	0
2	3	Spring	0
3	3	Spring	0
4	3	Spring	0
5	3	Spring	0
6	3	Spring	0
7	3	Spring	0
8	3	Spring	0
9	3	Spring	0
10	3	Spring	0
11	3	Spring	0
12	3	Spring	0
13	3	Spring	0
14	3	Spring	0
15	3	Spring	0
16	3	Spring	0
17	3	Spring	0
18	3	Spring	0
19	3	Spring	0
20	3	Spring	0
21	3	Spring	0
22	3	Spring	0
23	3	Spring	0
24	3	Spring	0
1	4	Spring	0
2	4	Spring	0
3	4	Spring	0
4	4	Spring	0
5	4	Spring	0
6	4	Spring	0
7	4	Spring	0
8	4	Spring	0
9	4	Spring	0
10	4	Spring	0
11	4	Spring	0
12	4	Spring	0
13	4	Spring	0
14	4	Spring	0
15	4	Spring	0
16	4	Spring	0
17	4	Spring	0
18	4	Spring	0
19	4	Spring	0
20	4	Spring	0
21	4	Spring	0
22	4	Spring	0
23	4	Spring	0
24	4	Spring	0
1	5	Spring	0
2	5	Spring	0
3	5	Spring	0
4	5	Spring	0
5	5	Spring	0
6	5	Spring	0
7	5	Spring	0
8	5	Spring	0
9	5	Spring	0
10	5	Spring	0
11	5	Spring	0
12	5	Spring	0
13	5	Spring	0
14	5	Spring	0
15	5	Spring	0
16	5	Spring	0
17	5	Spring	0
18	5	Spring	0
19	5	Spring	0
20	5	Spring	0
21	5	Spring	0
22	5	Spring	0
23	5	Spring	0
24	5	Spring	0
1	6	Spring	0
2	6	Spring	0
3	6	Spring	0
4	6	Spring	0
5	6	Spring	0
6	6	Spring	0
7	6	Spring	0
8	6	Spring	0
9	6	Spring	0
10	6	Spring	0
11	6	Spring	0
12	6	Spring	0
13	6	Spring	0
14	6	Spring	0
15	6	Spring	0
16	6	Spring	0
17	6	Spring	0
18	6	Spring	0
19	6	Spring	0
20	6	Spring	0
21	6	Spring	0
22	6	Spring	0
23	6	Spring	0
24	6	Spring	0
1	7	Spring	0
2	7	Spring	0
3	7	Spring	0.0029549
4	7	Spring	0
5	7	Spring	0.0019699
6	7	Spring	0
7	7	Spring	0.0029549
8	7	Spring	0
9	7	Spring	0
10	7	Spring	0
11	7	Spring	0
12	7	Spring	0
13	7	Spring	0
14	7	Spring	0
15	7	Spring	0
16	7	Spring	0.0019699
17	7	Spring	0
18	7	Spring	0
19	7	Spring	0
20	7	Spring	0
21	7	Spring	0.0019699
22	7	Spring	0
23	7	Spring	0.0059097
24	7	Spring	0
1	8	Spring	0
2	8	Spring	0
3	8	Spring	1.9853
4	8	Spring	0
5	8	Spring	1.3235
6	8	Spring	0
7	8	Spring	1.9853
8	8	Spring	0
9	8	Spring	0
10	8	Spring	0
11	8	Spring	0
12	8	Spring	0
13	8	Spring	0
14	8	Spring	0
15	8	Spring	0
16	8	Spring	1.3235
17	8	Spring	0
18	8	Spring	0
19	8	Spring	0
20	8	Spring	0
21	8	Spring	1.3235
22	8	Spring	0
23	8	Spring	3.9706
24	8	Spring	0
1	9	Spring	0
2	9	Spring	0
3	9	Spring	3.8109
4	9	Spring	0
5	9	Spring	2.5406
6	9	Spring	0
7	9	Spring	3.8109
8	9	Spring	0
9	9	Spring	0
10	9	Spring	0
11	9	Spring	0
12	9	Spring	0
13	9	Spring	0
14	9	Spring	0
15	9	Spring	0
16	9	Spring	2.5406
17	9	Spring	0
18	9	Spring	0
19	9	Spring	0
20	9	Spring	0
21	9	Spring	2.5406
22	9	Spring	0
23	9	Spring	7.6217
24	9	Spring	0
1	10	Spring	0
2	10	Spring	0
3	10	Spring	5.7677
4	10	Spring	0
5	10	Spring	3.8451
6	10	Spring	0
7	10	Spring	5.7677
8	10	Spring	0
9	10	Spring	0
10	10	Spring	0
11	10	Spring	0
12	10	Spring	0
13	10	Spring	0
14	10	Spring	0
15	10	Spring	0
16	10	Spring	3.8451
17	10	Spring	0
18	10	Spring	0
19	10	Spring	0
20	10	Spring	0
21	10	Spring	3.8451
22	10	Spring	0
23	10	Spring	11.5354
24	10	Spring	0
1	11	Spring	0
2	11	Spring	0
3	11	Spring	4.1015
4	11	Spring	0
5	11	Spring	2.7343
6	11	Spring	0
7	11	Spring	4.1015
8	11	Spring	0
9	11	Spring	0
10	11	Spring	0
11	11	Spring	0
12	11	Spring	0
13	11	Spring	0
14	11	Spring	0
15	11	Spring	0
16	11	Spring	2.7343
17	11	Spring	0
18	11	Spring	0
19	11	Spring	0
20	11	Spring	0
21	11	Spring	2.7343
22	11	Spring	0
23	11	Spring	8.203
24	11	Spring	0
1	12	Spring	0
2	12	Spring	0
3	12	Spring	5.3093
4	12	Spring	0
5	12	Spring	3.5396
6	12	Spring	0
7	12	Spring	5.3093
8	12	Spring	0
9	12	Spring	0
10	12	Spring	0
11	12	Spring	0
12	12	Spring	0
13	12	Spring	0
14	12	Spring	0
15	12	Spring	0
16	12	Spring	3.5396
17	12	Spring	0
18	12	Spring	0
19	12	Spring	0
20	12	Spring	0
21	12	Spring	3.5396
22	12	Spring	0
23	12	Spring	10.6187
24	12	Spring	0
1	13	Spring	0
2	13	Spring	0
3	13	Spring	5.3694
4	13	Spring	0
5	13	Spring	3.5796
6	13	Spring	0
7	13	Spring	5.3694
8	13	Spring	0
9	13	Spring	0
10	13	Spring	0
11	13	Spring	0
12	13	Spring	0
13	13	Spring	0
14	13	Spring	0
15	13	Spring	0
16	13	Spring	3.5796
17	13	Spring	0
18	13	Spring	0
19	13	Spring	0
20	13	Spring	0
21	13	Spring	3.5796
22	13	Spring	0
23	13	Spring	10.7388
24	13	Spring	0
1	14	Spring	0
2	14	Spring	0
3	14	Spring	5.5368
4	14	Spring	0
5	14	Spring	3.6912
6	14	Spring	0
7	14	Spring	5.5368
8	14	Spring	0
9	14	Spring	0
10	14	Spring	0
11	14	Spring	0
12	14	Spring	0
13	14	Spring	0
14	14	Spring	0
15	14	Spring	0
16	14	Spring	3.6912
17	14	Spring	0
18	14	Spring	0
19	14	Spring	0
20	14	Spring	0
21	14	Spring	3.6912
22	14	Spring	0
23	14	Spring	11.0735
24	14	Spring	0
1	15	Spring	0
2	15	Spring	0
3	15	Spring	4.7544
4	15	Spring	0
5	15	Spring	3.1696
6	15	Spring	0
7	15	Spring	4.7544
8	15	Spring	0
9	15	Spring	0
10	15	Spring	0
11	15	Spring	0
12	15	Spring	0
13	15	Spring	0
14	15	Spring	0
15	15	Spring	0
16	15	Spring	3.1696
17	15	Spring	0
18	15	Spring	0
19	15	Spring	0
20	15	Spring	0
21	15	Spring	3.1696
22	15	Spring	0
23	15	Spring	9.5088
24	15	Spring	0
1	16	Spring	0
2	16	Spring	0
3	16	Spring	7.3621
4	16	Spring	0
5	16	Spring	4.9081
6	16	Spring	0
7	16	Spring	7.3621
8	16	Spring	0
9	16	Spring	0
10	16	Spring	0
11	16	Spring	0
12	16	Spring	0
13	16	Spring	0
14	16	Spring	0
15	16	Spring	0
16	16	Spring	4.9081
17	16	Spring	0
18	16	Spring	0
19	16	Spring	0
20	16	Spring	0
21	16	Spring	4.9081
22	16	Spring	0
23	16	Spring	14.7242
24	16	Spring	0
1	17	Spring	0
2	17	Spring	0
3	17	Spring	4.7878
4	17	Spring	0
5	17	Spring	3.1919
6	17	Spring	0
7	17	Spring	4.7878
8	17	Spring	0
9	17	Spring	0
10	17	Spring	0
11	17	Spring	0
12	17	Spring	0
13	17	Spring	0
14	17	Spring	0
15	17	Spring	0
16	17	Spring	3.1919
17	17	Spring	0
18	17	Spring	0
19	17	Spring	0
20	17	Spring	0
21	17	Spring	3.1919
22	17	Spring	0
23	17	Spring	9.5757
24	17	Spring	0
1	18	Spring	0
2	18	Spring	0
3	18	Spring	2.24
4	18	Spring	0
5	18	Spring	1.4933
6	18	Spring	0
7	18	Spring	2.24
8	18	Spring	0
9	18	Spring	0
10	18	Spring	0
11	18	Spring	0
12	18	Spring	0
13	18	Spring	0
14	18	Spring	0
15	18	Spring	0
16	18	Spring	1.4933
17	18	Spring	0
18	18	Spring	0
19	18	Spring	0
20	18	Spring	0
21	18	Spring	1.4933
22	18	Spring	0
23	18	Spring	4.48
24	18	Spring	0
1	19	Spring	0
2	19	Spring	0
3	19	Spring	0.16832
4	19	Spring	0
5	19	Spring	0.11222
6	19	Spring	0
7	19	Spring	0.16832
8	19	Spring	0
9	19	Spring	0
10	19	Spring	0
11	19	Spring	0
12	19	Spring	0
13	19	Spring	0
14	19	Spring	0
15	19	Spring	0
16	19	Spring	0.11222
17	19	Spring	0
18	19	Spring	0
19	19	Spring	0
20	19	Spring	0
21	19	Spring	0.11222
22	19	Spring	0
23	19	Spring	0.33665
24	19	Spring	0
1	20	Spring	0
2	20	Spring	0
3	20	Spring	0.030931
4	20	Spring	0
5	20	Spring	0.02062
6	20	Spring	0
7	20	Spring	0.030931
8	20	Spring	0
9	20	Spring	0
10	20	Spring	0
11	20	Spring	0
12	20	Spring	0
13	20	Spring	0
14	20	Spring	0
15	20	Spring	0
16	20	Spring	0.02062
17	20	Spring	0
18	20	Spring	0
19	20	Spring	0
20	20	Spring	0
21	20	Spring	0.02062
22	20	Spring	0
23	20	Spring	0.061861
24	20	Spring	0
1	21	Spring	0
2	21	Spring	0
3	21	Spring	0
4	21	Spring	0
5	21	Spring	0
6	21	Spring	0
7	21	Spring	0
8	21	Spring	0
9	21	Spring	0
10	21	Spring	0
11	21	Spring	0
12	21	Spring	0
13	21	Spring	0
14	21	Spring	0
15	21	Spring	0
16	21	Spring	0
17	21	Spring	0
18	21	Spring	0
19	21	Spring	0
20	21	Spring	0
21	21	Spring	0
22	21	Spring	0
23	21	Spring	0
24	21	Spring	0
1	22	Spring	0
2	22	Spring	0
3	22	Spring	0
4	22	Spring	0
5	22	Spring	0
6	22	Spring	0
7	22	Spring	0
8	22	Spring	0
9	22	Spring	0
10	22	Spring	0
11	22	Spring	0
12	22	Spring	0
13	22	Spring	0
14	22	Spring	0
15	22	Spring	0
16	22	Spring	0
17	22	Spring	0
18	22	Spring	0
19	22	Spring	0
20	22	Spring	0
21	22	Spring	0
22	22	Spring	0
23	22	Spring	0
24	22	Spring	0
1	23	Spring	0
2	23	Spring	0
3	23	Spring	0
4	23	Spring	0
5	23	Spring	0
6	23	Spring	0
7	23	Spring	0
8	23	Spring	0
9	23	Spring	0
10	23	Spring	0
11	23	Spring	0
12	23	Spring	0
13	23	Spring	0
14	23	Spring	0
15	23	Spring	0
16	23	Spring	0
17	23	Spring	0
18	23	Spring	0
19	23	Spring	0
20	23	Spring	0
21	23	Spring	0
22	23	Spring	0
23	23	Spring	0
24	23	Spring	0
1	24	Spring	0
2	24	Spring	0
3	24	Spring	0
4	24	Spring	0
5	24	Spring	0
6	24	Spring	0
7	24	Spring	0
8	24	Spring	0
9	24	Spring	0
10	24	Spring	0
11	24	Spring	0
12	24	Spring	0
13	24	Spring	0
14	24	Spring	0
15	24	Spring	0
16	24	Spring	0
17	24	Spring	0
18	24	Spring	0
19	24	Spring	0
20	24	Spring	0
21	24	Spring	0
22	24	Spring	0
23	24	Spring	0
24	24	Spring	0
1	1	Summer	0
2	1	Summer	0
3	1	Summer	0
4	1	Summer	0
5	1	Summer	0
6	1	Summer	0
7	1	Summer	0
8	1	Summer	0
9	1	Summer	0
10	1	Summer	0
11	1	Summer	0
12	1	Summer	0
13	1	Summer	0
14	1	Summer	0
15	1	Summer	0
16	1	Summer	0
17	1	Summer	0
18	1	Summer	0
19	1	Summer	0
20	1	Summer	0
21	1	Summer	0
22	1	Summer	0
23	1	Summer	0
24	1	Summer	0
1	2	Summer	0
2	2	Summer	0
3	2	Summer	0
4	2	Summer	0
5	2	Summer	0
6	2	Summer	0
7	2	Summer	0
8	2	Summer	0
9	2	Summer	0
10	2	Summer	0
11	2	Summer	0
12	2	Summer	0
13	2	Summer	0
14	2	Summer	0
15	2	Summer	0
16	2	Summer	0
17	2	Summer	0
18	2	Summer	0
19	2	Summer	0
20	2	Summer	0
21	2	Summer	0
22	2	Summer	0
23	2	Summer	0
24	2	Summer	0
1	3	Summer	0
2	3	Summer	0
3	3	Summer	0
4	3	Summer	0
5	3	Summer	0
6	3	Summer	0
7	3	Summer	0
8	3	Summer	0
9	3	Summer	0
10	3	Summer	0
11	3	Summer	0
12	3	Summer	0
13	3	Summer	0
14	3	Summer	0
15	3	Summer	0
16	3	Summer	0
17	3	Summer	0
18	3	Summer	0
19	3	Summer	0
20	3	Summer	0
21	3	Summer	0
22	3	Summer	0
23	3	Summer	0
24	3	Summer	0
1	4	Summer	0
2	4	Summer	0
3	4	Summer	0
4	4	Summer	0
5	4	Summer	0
6	4	Summer	0
7	4	Summer	0
8	4	Summer	0
9	4	Summer	0
10	4	Summer	0
11	4	Summer	0
12	4	Summer	0
13	4	Summer	0
14	4	Summer	0
15	4	Summer	0
16	4	Summer	0
17	4	Summer	0
18	4	Summer	0
19	4	Summer	0
20	4	Summer	0
21	4	Summer	0
22	4	Summer	0
23	4	Summer	0
24	4	Summer	0
1	5	Summer	0
2	5	Summer	0
3	5	Summer	0
4	5	Summer	0
5	5	Summer	0
6	5	Summer	0
7	5	Summer	0
8	5	Summer	0
9	5	Summer	0
10	5	Summer	0
11	5	Summer	0
12	5	Summer	0
13	5	Summer	0
14	5	Summer	0
15	5	Summer	0
16	5	Summer	0
17	5	Summer	0
18	5	Summer	0
19	5	Summer	0
20	5	Summer	0
21	5	Summer	0
22	5	Summer	0
23	5	Summer	0
24	5	Summer	0
1	6	Summer	0
2	6	Summer	0
3	6	Summer	0
4	6	Summer	0
5	6	Summer	0
6	6	Summer	0
7	6	Summer	0
8	6	Summer	0
9	6	Summer	0
10	6	Summer	0
11	6	Summer	0
12	6	Summer	0
13	6	Summer	0
14	6	Summer	0
15	6	Summer	0
16	6	Summer	0
17	6	Summer	0
18	6	Summer	0
19	6	Summer	0
20	6	Summer	0
21	6	Summer	0
22	6	Summer	0
23	6	Summer	0
24	6	Summer	0
1	7	Summer	0
2	7	Summer	0
3	7	Summer	0
4	7	Summer	0
5	7	Summer	0
6	7	Summer	0
7	7	Summer	0
8	7	Summer	0
9	7	Summer	0
10	7	Summer	0
11	7	Summer	0
12	7	Summer	0
13	7	Summer	0
14	7	Summer	0
15	7	Summer	0
16	7	Summer	0
17	7	Summer	0
18	7	Summer	0
19	7	Summer	0
20	7	Summer	0
21	7	Summer	0
22	7	Summer	0
23	7	Summer	0
24	7	Summer	0
1	8	Summer	0
2	8	Summer	0
3	8	Summer	0.034415
4	8	Summer	0
5	8	Summer	0.022944
6	8	Summer	0
7	8	Summer	0.034415
8	8	Summer	0
9	8	Summer	0
10	8	Summer	0
11	8	Summer	0
12	8	Summer	0
13	8	Summer	0
14	8	Summer	0
15	8	Summer	0
16	8	Summer	0.022944
17	8	Summer	0
18	8	Summer	0
19	8	Summer	0
20	8	Summer	0
21	8	Summer	0.022944
22	8	Summer	0
23	8	Summer	0.068831
24	8	Summer	0
1	9	Summer	0
2	9	Summer	0
3	9	Summer	0.42954
4	9	Summer	0
5	9	Summer	0.28636
6	9	Summer	0
7	9	Summer	0.42954
