ampl.tab 3 1
BusID	Time	Scenario	Pd
4	12	Winter	94.7782010974298
5	12	Winter	89.2554827163751
6	12	Winter	143.519050186888
7	12	Winter	140.283283212544
8	12	Winter	136.936203066221
9	12	Winter	136.170263998251
10	12	Winter	138.700312494795
11	12	Winter	0
12	12	Winter	0
13	12	Winter	144.85404826271
14	12	Winter	156.982125250613
15	12	Winter	166.400743005545
16	12	Winter	170.875261633524
17	12	Winter	0
18	12	Winter	169.693298726763
19	12	Winter	165.684316176401
20	12	Winter	164.787110357843
21	12	Winter	0
22	12	Winter	0
23	12	Winter	0
24	12	Winter	0
1	13	Winter	162.443861465172
2	13	Winter	161.226596393588
3	13	Winter	160.066420796805
4	13	Winter	162.918372395557
5	13	Winter	170.433081746939
6	13	Winter	179.314422827518
7	13	Winter	181.530340325391
8	13	Winter	178.406784910781
9	13	Winter	172.5922719581
10	13	Winter	168.6867915263
11	13	Winter	0
12	13	Winter	0
13	13	Winter	162.86157796203
14	13	Winter	154.738531404156
15	13	Winter	150.671140769746
16	13	Winter	143.191751839558
17	13	Winter	0
18	13	Winter	138.531752660068
19	13	Winter	137.423858111227
20	13	Winter	138.783555933034
21	13	Winter	0
22	13	Winter	0
23	13	Winter	0
24	13	Winter	0
1	14	Winter	143.55651039954
2	14	Winter	150.19016065877
3	14	Winter	160.846954903021
4	14	Winter	165.976478202384
5	14	Winter	158.781973401701
6	14	Winter	154.062840757589
7	14	Winter	155.681807899236
8	14	Winter	154.729552374214
9	14	Winter	152.08069393666
10	14	Winter	155.334428341175
11	14	Winter	0
12	14	Winter	0
13	14	Winter	160.335319553141
14	14	Winter	167.055075809972
15	14	Winter	177.640679807318
16	14	Winter	186.560970073051
17	14	Winter	0
18	14	Winter	192.847607851354
19	14	Winter	195.599046265821
20	14	Winter	192.030912157209
21	14	Winter	0
22	14	Winter	0
23	14	Winter	0
24	14	Winter	0
1	15	Winter	179.950588548563
2	15	Winter	167.521945341214
3	15	Winter	194.26851182845
4	15	Winter	182.178633062574
5	15	Winter	174.808342921746
6	15	Winter	170.912057394025
7	15	Winter	170.484320985309
8	15	Winter	174.971666264974
9	15	Winter	184.482586153864
10	15	Winter	202.550668879876
11	15	Winter	0
12	15	Winter	0
13	15	Winter	223.300657074603
14	15	Winter	232.966073406593
15	15	Winter	229.68617443169
16	15	Winter	232.145439092375
17	15	Winter	0
18	15	Winter	233.317862277107
19	15	Winter	238.118902691966
20	15	Winter	244.942491492657
21	15	Winter	0
22	15	Winter	0
23	15	Winter	0
24	15	Winter	0
1	16	Winter	252.652290057787
2	16	Winter	265.578520883873
3	16	Winter	268.65113468623
4	16	Winter	266.654221045828
5	16	Winter	261.68098497197
6	16	Winter	253.734384558072
7	16	Winter	242.182453004159
8	16	Winter	223.346696201281
9	16	Winter	207.978996245288
10	16	Winter	154.848693213564
11	16	Winter	0
12	16	Winter	0
13	16	Winter	153.156317819985
14	16	Winter	149.480802398196
15	16	Winter	146.827566319085
16	16	Winter	144.28967520451
17	16	Winter	0
18	16	Winter	148.745479412463
19	16	Winter	159.039180532719
20	16	Winter	172.945782377833
21	16	Winter	0
22	16	Winter	0
23	16	Winter	0
24	16	Winter	0
1	17	Winter	186.721659816566
2	17	Winter	188.805947844024
3	17	Winter	187.450183515205
4	17	Winter	181.373490918863
5	17	Winter	179.136489040386
6	17	Winter	181.091404090819
7	17	Winter	180.259337935309
8	17	Winter	188.182074303149
9	17	Winter	192.235488341274
10	17	Winter	200.121045310577
11	17	Winter	0
12	17	Winter	0
13	17	Winter	203.410031870053
14	17	Winter	200.313128999729
15	17	Winter	192.90014106173
16	17	Winter	186.075529366353
17	17	Winter	0
18	17	Winter	175.877074201416
19	17	Winter	165.628730813892
20	17	Winter	59.0022761879429
21	17	Winter	0
22	17	Winter	0
23	17	Winter	0
24	17	Winter	0
1	18	Winter	57.6720164318237
2	18	Winter	56.2959945938911
3	18	Winter	55.9811085326142
4	18	Winter	57.0212395811934
5	18	Winter	59.5511087302253
6	18	Winter	64.537095936363
7	18	Winter	68.409194346724
8	18	Winter	70.24871867156
9	18	Winter	69.7628005876694
10	18	Winter	68.1146633169647
11	18	Winter	0
12	18	Winter	0
13	18	Winter	67.7458120360023
14	18	Winter	66.7824763801261
15	18	Winter	66.2820451840305
16	18	Winter	65.8050841053533
17	18	Winter	0
18	18	Winter	66.9775530959514
19	18	Winter	70.0669336070751
20	18	Winter	73.7181516068687
21	18	Winter	0
22	18	Winter	0
23	18	Winter	0
24	18	Winter	0
1	19	Winter	74.6291399115494
2	19	Winter	73.3450115744322
3	19	Winter	70.9546006938855
4	19	Winter	69.3490142941455
5	19	Winter	66.9542042732791
6	19	Winter	63.6147295772641
7	19	Winter	61.9425800942289
8	19	Winter	58.8677202007071
9	19	Winter	56.9519427602501
10	19	Winter	56.4964750012822
11	19	Winter	0
12	19	Winter	0
13	19	Winter	57.0554618835805
14	19	Winter	59.0176764975887
15	19	Winter	61.7448438263832
16	19	Winter	66.1259703490198
17	19	Winter	0
18	19	Winter	68.234774372091
19	19	Winter	65.2770335095883
20	19	Winter	63.3369456447867
21	19	Winter	0
22	19	Winter	0
23	19	Winter	0
24	19	Winter	0
1	20	Winter	64.0025210252415
2	20	Winter	63.6110381982879
3	20	Winter	62.5220630628492
4	20	Winter	63.8597094291498
5	20	Winter	65.915631371847
6	20	Winter	68.6781978329887
7	20	Winter	73.0300572541196
8	20	Winter	76.6972876966988
9	20	Winter	79.28179433889
10	20	Winter	80.4129412426152
11	20	Winter	0
12	20	Winter	0
13	20	Winter	78.9460416646304
14	20	Winter	73.9796864032982
15	20	Winter	68.8701330847213
16	20	Winter	79.865943751696
17	20	Winter	0
18	20	Winter	74.8956602590584
19	20	Winter	71.8656520900513
20	20	Winter	70.2638458175436
21	20	Winter	0
22	20	Winter	0
23	20	Winter	0
24	20	Winter	0
1	21	Winter	70.0879986272937
2	21	Winter	71.9327961311559
3	21	Winter	75.8428409743664
4	21	Winter	83.2708305395047
5	21	Winter	91.8013812417813
6	21	Winter	95.7749412893771
7	21	Winter	94.4265383774724
8	21	Winter	95.4375694046429
9	21	Winter	95.9195656028107
10	21	Winter	97.8933266622528
11	21	Winter	0
12	21	Winter	0
13	21	Winter	100.69857983587
14	21	Winter	103.868163690424
15	21	Winter	109.182280807815
16	21	Winter	110.445466482117
17	21	Winter	0
18	21	Winter	109.624513096618
19	21	Winter	107.579960488476
20	21	Winter	104.313024762763
21	21	Winter	0
22	21	Winter	0
23	21	Winter	0
24	21	Winter	0
1	22	Winter	99.5638973461543
2	22	Winter	91.8203084383044
3	22	Winter	85.5024762341741
4	22	Winter	63.660018321132
5	22	Winter	62.9642639926605
6	22	Winter	61.4532187637029
7	22	Winter	60.3624439311795
8	22	Winter	59.3190886951873
9	22	Winter	61.1509193140124
10	22	Winter	65.3827742190067
11	22	Winter	0
12	22	Winter	0
13	22	Winter	71.0999327553313
14	22	Winter	76.7633490356995
15	22	Winter	77.620223002543
16	22	Winter	77.0628532229174
17	22	Winter	0
18	22	Winter	74.5646573777547
19	22	Winter	73.6450010499365
20	22	Winter	74.4486883484478
21	22	Winter	0
22	22	Winter	0
23	22	Winter	0
24	22	Winter	0
1	23	Winter	74.1066167067382
2	23	Winter	77.3637416579614
3	23	Winter	79.0301452069683
4	23	Winter	82.2719852943483
5	23	Winter	83.6241242132442
6	23	Winter	82.3509530332218
7	23	Winter	79.303391325378
8	23	Winter	76.4977176283895
9	23	Winter	72.3050193939155
10	23	Winter	68.0918115568222
11	23	Winter	0
12	23	Winter	0
13	23	Winter	56.6102920181614
14	23	Winter	55.3339617116146
15	23	Winter	54.0137245427874
16	23	Winter	53.7116041326434
17	23	Winter	0
18	23	Winter	54.7095677062802
19	23	Winter	57.1368745925135
20	23	Winter	61.9207271821861
21	23	Winter	0
22	23	Winter	0
23	23	Winter	0
24	23	Winter	0
1	24	Winter	65.635848629965
2	24	Winter	67.4007976443346
3	24	Winter	66.9345789422234
4	24	Winter	65.353258047358
5	24	Winter	64.9993601967049
6	24	Winter	64.0750786890399
7	24	Winter	63.5949352441374
8	24	Winter	63.1373104254065
9	24	Winter	64.2622468893587
10	24	Winter	67.2263822446261
11	24	Winter	0
12	24	Winter	0
13	24	Winter	70.7295778930767
14	24	Winter	71.6036342394596
15	24	Winter	70.3715651592525
16	24	Winter	68.0780628279172
17	24	Winter	0
18	24	Winter	66.5375677687072
19	24	Winter	64.2398446405786
20	24	Winter	61.0357540538615
21	24	Winter	0
22	24	Winter	0
23	24	Winter	0
24	24	Winter	0
1	1	Spring	59.4313944147331
2	1	Spring	56.4811910033812
3	1	Spring	54.6430802159157
4	1	Spring	54.2060773660951
5	1	Spring	54.7424026180299
6	1	Spring	56.6250679909297
7	1	Spring	59.2416744820704
8	1	Spring	63.4451877673028
9	1	Spring	65.4684997353847
10	1	Spring	62.6306672862266
11	1	Spring	0
12	1	Spring	0
13	1	Spring	60.7692316321602
14	1	Spring	61.4078242269209
15	1	Spring	61.0322123253843
16	1	Spring	59.9873848305715
17	1	Spring	0
18	1	Spring	61.2708022901302
19	1	Spring	63.2433760459614
20	1	Spring	65.8939465694892
21	1	Spring	0
22	1	Spring	0
23	1	Spring	0
24	1	Spring	0
1	2	Spring	70.0693792573309
2	2	Spring	73.5879381954813
3	2	Spring	76.0676675413674
4	2	Spring	77.1529571381848
5	2	Spring	75.7455264620103
6	2	Spring	70.9805099274888
7	2	Spring	66.0781006623678
8	2	Spring	76.6281352212218
9	2	Spring	71.8593497080155
10	2	Spring	68.9521797080222
11	2	Spring	0
12	2	Spring	0
13	2	Spring	67.4153115276431
14	2	Spring	67.2465932775385
15	2	Spring	69.0166016934063
16	2	Spring	72.7681312051353
17	2	Spring	0
18	2	Spring	79.8949860581735
19	2	Spring	88.0797036238712
20	2	Spring	91.8921733992672
21	2	Spring	0
22	2	Spring	0
23	2	Spring	0
24	2	Spring	0
1	3	Spring	90.5984354702775
2	3	Spring	91.5684787531033
3	3	Spring	92.0309345648589
4	3	Spring	93.9246782840534
5	3	Spring	96.6162049776593
6	3	Spring	99.6572921894604
7	3	Spring	104.755972126417
8	3	Spring	105.96794757068
9	3	Spring	105.180276079188
10	3	Spring	103.218610738944
11	3	Spring	0
12	3	Spring	0
13	3	Spring	100.084118353462
14	3	Spring	95.5275231294184
15	3	Spring	88.0978635016164
16	3	Spring	82.036159630086
17	3	Spring	0
18	3	Spring	61.0792067675726
19	3	Spring	60.4116586956607
20	3	Spring	58.9618720570663
21	3	Spring	0
22	3	Spring	0
23	3	Spring	0
24	3	Spring	0
1	4	Spring	57.9153178258615
2	4	Spring	56.9142607751122
3	4	Spring	58.6718279904714
4	4	Spring	62.732121210128
5	4	Spring	68.2175030490341
6	4	Spring	73.6513213720901
7	4	Spring	74.4734572051426
8	4	Spring	73.938683497664
9	4	Spring	71.5417658624404
10	4	Spring	70.6593928992634
11	4	Spring	0
12	4	Spring	0
13	4	Spring	71.4304982802675
14	4	Spring	71.1022944078164
15	4	Spring	74.2273737529089
16	4	Spring	75.8262204012804
17	4	Spring	0
18	4	Spring	78.936634539172
19	4	Spring	80.23395701541
20	4	Spring	79.0124008832264
21	4	Spring	0
22	4	Spring	0
23	4	Spring	0
24	4	Spring	0
1	5	Spring	76.0883889743492
2	5	Spring	73.3964588056169
3	5	Spring	69.3737348238919
4	5	Spring	65.331332709924
5	5	Spring	108.43661569676
6	5	Spring	105.991813982811
7	5	Spring	103.462908983367
8	5	Spring	102.884199465345
9	5	Spring	104.795791662734
10	5	Spring	109.445280909603
11	5	Spring	0
12	5	Spring	0
13	5	Spring	118.608716856018
14	5	Spring	125.725005826412
15	5	Spring	129.105753234218
16	5	Spring	128.212714593555
17	5	Spring	0
18	5	Spring	125.183705555503
19	5	Spring	124.505816714815
20	5	Spring	122.735361995907
21	5	Spring	0
22	5	Spring	0
23	5	Spring	0
24	5	Spring	0
1	6	Spring	121.815650608489
2	6	Spring	120.93907349092
3	6	Spring	123.093881365532
4	6	Spring	128.771661764354
5	6	Spring	135.482008358569
6	6	Spring	137.15625713474
7	6	Spring	134.796237488146
8	6	Spring	130.403049923898
9	6	Spring	127.452242486538
10	6	Spring	123.050970015756
11	6	Spring	0
12	6	Spring	0
13	6	Spring	116.913557060918
14	6	Spring	113.840417470475
15	6	Spring	108.18932361211
16	6	Spring	104.668435343162
17	6	Spring	0
18	6	Spring	103.831359461816
19	6	Spring	104.858686704959
20	6	Spring	108.464918968541
21	6	Spring	0
22	6	Spring	0
23	6	Spring	0
24	6	Spring	0
1	7	Spring	113.477010275515
2	7	Spring	121.528810371172
3	7	Spring	125.404450197357
4	7	Spring	119.96860212573
5	7	Spring	116.403035239068
6	7	Spring	117.626254857201
7	7	Spring	116.906772904962
8	7	Spring	114.905413196588
9	7	Spring	117.363790302221
10	7	Spring	121.142241440151
11	7	Spring	0
12	7	Spring	0
13	7	Spring	126.219390611979
14	7	Spring	134.217402521085
15	7	Spring	140.957177388528
16	7	Spring	145.70708148769
17	7	Spring	0
18	7	Spring	147.785946067509
19	7	Spring	145.09002251878
20	7	Spring	135.962666903359
21	7	Spring	0
22	7	Spring	0
23	7	Spring	0
24	7	Spring	0
1	8	Spring	126.572136480028
2	8	Spring	146.780653381495
3	8	Spring	137.646078313945
4	8	Spring	132.077414651986
5	8	Spring	129.133554475485
6	8	Spring	128.810375855567
7	8	Spring	132.200814511313
8	8	Spring	139.386842871809
9	8	Spring	153.038283153684
10	8	Spring	168.716052011922
11	8	Spring	0
12	8	Spring	0
13	8	Spring	176.018811018315
14	8	Spring	173.540665126165
15	8	Spring	175.398776203127
16	8	Spring	176.284607053814
17	8	Spring	0
18	8	Spring	179.912059811708
19	8	Spring	185.067660238897
20	8	Spring	190.892841376995
21	8	Spring	0
22	8	Spring	0
23	8	Spring	0
24	8	Spring	0
1	9	Spring	200.659326890038
2	9	Spring	202.980857318485
3	9	Spring	201.472078123514
4	9	Spring	197.714521978822
5	9	Spring	191.710423888321
6	9	Spring	182.982297825365
7	9	Spring	168.750837129857
8	9	Spring	157.139686051996
9	9	Spring	116.996790428026
10	9	Spring	115.718106797322
11	9	Spring	0
12	9	Spring	0
13	9	Spring	112.941050700859
14	9	Spring	110.936383441087
15	9	Spring	109.018865710074
16	9	Spring	112.385473333861
17	9	Spring	0
18	9	Spring	120.162936402499
19	9	Spring	130.670146685474
20	9	Spring	141.078587416961
21	9	Spring	0
22	9	Spring	0
23	9	Spring	0
24	9	Spring	0
1	10	Spring	142.653382815484
2	10	Spring	141.629027544821
3	10	Spring	137.037748694252
4	10	Spring	135.347569497181
5	10	Spring	136.824616424174
6	10	Spring	136.195944217789
7	10	Spring	142.182011695713
8	10	Spring	145.244591191185
9	10	Spring	151.202567567991
10	10	Spring	153.687579635151
11	10	Spring	0
12	10	Spring	0
13	10	Spring	151.347697466462
14	10	Spring	145.746773246641
15	10	Spring	140.590399965689
16	10	Spring	132.884900507737
17	10	Spring	0
18	10	Spring	125.141707726052
19	10	Spring	99.6660070742279
20	10	Spring	97.4189466753778
21	10	Spring	0
22	10	Spring	0
23	10	Spring	0
24	10	Spring	0
1	11	Spring	95.0945854626538
2	11	Spring	94.5626833321187
3	11	Spring	96.3196614547187
4	11	Spring	100.593089071327
5	11	Spring	109.01536475737
6	11	Spring	115.556071531628
7	11	Spring	118.663376134392
8	11	Spring	117.842568560252
9	11	Spring	115.058552900278
10	11	Spring	114.435493304058
11	11	Spring	0
12	11	Spring	0
13	11	Spring	112.808237128591
14	11	Spring	111.962914162214
15	11	Spring	111.157236664448
16	11	Spring	113.137758608026
17	11	Spring	0
18	11	Spring	118.356306768708
19	11	Spring	124.523904741332
20	11	Spring	126.062736337077
21	11	Spring	0
22	11	Spring	0
23	11	Spring	0
24	11	Spring	0
1	12	Spring	123.893600632487
2	12	Spring	119.855744415347
3	12	Spring	117.143605226597
4	12	Spring	113.098318029188
5	12	Spring	107.457313475108
6	12	Spring	104.632736645657
7	12	Spring	99.4387165552485
8	12	Spring	96.2026060139361
9	12	Spring	95.4332347994631
10	12	Spring	96.37746939794
11	12	Spring	0
12	12	Spring	0
13	12	Spring	99.6920211107917
14	12	Spring	104.298722679701
15	12	Spring	111.699274238209
16	12	Spring	115.2614431961
17	12	Spring	0
18	12	Spring	110.265259306737
19	12	Spring	106.988083859437
20	12	Spring	108.112366596692
21	12	Spring	0
22	12	Spring	0
23	12	Spring	0
24	12	Spring	0
1	13	Spring	107.451078037648
2	13	Spring	105.61159301157
3	13	Spring	107.871130792483
4	13	Spring	111.343971911904
5	13	Spring	116.010469312481
6	13	Spring	123.361583199526
7	13	Spring	129.556229217397
8	13	Spring	133.921949896774
9	13	Spring	135.832671017931
10	13	Spring	133.354800109173
11	13	Spring	0
12	13	Spring	0
13	13	Spring	124.965686492058
14	13	Spring	116.334684264732
15	13	Spring	134.908688769757
16	13	Spring	126.512939626788
17	13	Spring	0
18	13	Spring	121.394682584546
19	13	Spring	118.688928745851
20	13	Spring	118.391889573131
21	13	Spring	0
22	13	Spring	0
23	13	Spring	0
24	13	Spring	0
1	14	Spring	121.508101572898
2	14	Spring	128.112907051295
3	14	Spring	140.660186722136
4	14	Spring	155.069900746252
5	14	Spring	161.781995421245
6	14	Spring	159.504287799784
7	14	Spring	161.212110480816
8	14	Spring	162.026293247991
9	14	Spring	165.360349091643
10	14	Spring	170.098952425456
11	14	Spring	0
12	14	Spring	0
13	14	Spring	175.452979206796
14	14	Spring	184.429528391579
15	14	Spring	186.563287976549
16	14	Spring	185.176542392936
17	14	Spring	0
18	14	Spring	181.722906230535
19	14	Spring	176.204433720883
20	14	Spring	168.182259030666
21	14	Spring	0
22	14	Spring	0
23	14	Spring	0
24	14	Spring	0
1	15	Spring	155.101872362001
2	15	Spring	144.429858503673
3	15	Spring	107.533814731642
4	15	Spring	106.358554041656
5	15	Spring	103.806112776525
6	15	Spring	101.963587721587
7	15	Spring	100.201163336465
8	15	Spring	103.29547181421
9	15	Spring	110.443875369944
10	15	Spring	120.101237762384
11	15	Spring	0
12	15	Spring	0
13	15	Spring	129.66781931706
14	15	Spring	131.11524155835
15	15	Spring	130.173738552225
16	15	Spring	125.953813138099
17	15	Spring	0
18	15	Spring	124.400339611379
19	15	Spring	125.757919507513
20	15	Spring	125.180095788409
21	15	Spring	0
22	15	Spring	0
23	15	Spring	0
24	15	Spring	0
1	16	Spring	130.681996043854
2	16	Spring	133.496866903663
3	16	Spring	138.972948132345
4	16	Spring	141.256966576426
5	16	Spring	139.106339583145
6	16	Spring	133.958431292868
7	16	Spring	129.219117615523
8	16	Spring	122.136857084317
9	16	Spring	115.019951954092
10	16	Spring	136.343097677544
11	16	Spring	0
12	16	Spring	0
13	16	Spring	133.269119051917
14	16	Spring	130.08939291291
15	16	Spring	129.361750798338
16	16	Spring	131.765296870055
17	16	Spring	0
18	16	Spring	137.611345849575
19	16	Spring	149.133018988082
20	16	Spring	158.080705855268
21	16	Spring	0
22	16	Spring	0
23	16	Spring	0
24	16	Spring	0
1	17	Spring	162.331498551848
2	17	Spring	161.208633790425
3	17	Spring	157.400100367581
4	17	Spring	156.547754839951
5	17	Spring	154.321668391913
6	17	Spring	153.165266573908
7	17	Spring	152.063099756965
8	17	Spring	154.772453775779
9	17	Spring	161.911427659593
10	17	Spring	170.348701686142
11	17	Spring	0
12	17	Spring	0
13	17	Spring	172.453823309121
14	17	Spring	169.486445665242
15	17	Spring	163.962658360195
16	17	Spring	160.252451949985
17	17	Spring	0
18	17	Spring	154.718499063929
19	17	Spring	147.001604833948
20	17	Spring	143.137583731259
21	17	Spring	0
22	17	Spring	0
23	17	Spring	0
24	17	Spring	0
1	18	Spring	136.03216424758
2	18	Spring	131.605165027065
3	18	Spring	130.552665205666
4	18	Spring	131.844378136382
5	18	Spring	136.378684879563
6	18	Spring	142.680652625832
7	18	Spring	152.80460715787
8	18	Spring	157.677654292264
9	18	Spring	150.842874731616
10	18	Spring	146.35969871971
11	18	Spring	0
12	18	Spring	0
13	18	Spring	147.897717504274
14	18	Spring	146.993074755503
15	18	Spring	144.476659239827
16	18	Spring	147.567706924116
17	18	Spring	0
18	18	Spring	152.318553575484
19	18	Spring	158.702322019474
20	18	Spring	168.758645816952
21	18	Spring	0
22	18	Spring	0
23	18	Spring	0
24	18	Spring	0
1	19	Spring	177.232921569399
2	19	Spring	183.205227458786
